project_slug,project_name,market_cap_usd,price_usd,total_invested,funds_count,top_funds
naoris-protocol,NAORIS,17168799,0.02897,3000000.0,4,"Level One Robotics and Controls ($750,000); Mason Labs ($750,000); Frekaz Group ($750,000); Tradecraft Capital ($750,000)"
zeta-markets,ZEX,17085120.87,0.09132,5000000.0,10,"JMR Luna ($500,000); Genia Mikhalchenko ($500,000); Richard Wu ($500,000); Electric Capital ($500,000); Digital Asset Capital Management (DACM) ($500,000)"
ethichub,ETHIX,16877246.35,0.2394,1000000.0,1,"Bybit ($1,000,000)"
kinetiq,Kinetiq,16756200,0.06206,1750000.0000000007,19,"Maven 11 Capital ($92,105); Chorus One ($92,105); Susquehanna International Group (SIG) ($92,105); DeFi Dad ($92,105); IMC Financial Markets ($92,105)"
mitosis,MITO,16318305.14,0.07506,7000000.000000001,11,"Digital Asset Capital Management (DACM) ($636,364); Amber Group ($636,364); Foresight Ventures ($636,364); Folius Ventures ($636,364); Big Brain Holdings ($636,364)"
dolomite,DOLO,16015000.38,0.0385,900000.0000000002,11,"Sandeep Nailwal ($81,818); DCF GOD ($81,818); DeFi Dad ($81,818); Marc Boiron ($81,818); Optic Capital ($81,818)"
initia,INIT,15855379.87,0.0898,21500000.000000007,15,"Delphi Digital (Delphi Labs) ($2,522,727); Hack VC ($2,522,727); Michael Egorov ($1,272,727); Nick Chong ($1,272,727); Zaki Manian ($1,272,727)"
orochi-network,ON,15740402.5,0.1091,20000000.0,13,"Bolts Capital ($2,933,333); Plutus VC ($1,600,000); MEXC Global (Privcode Capital) ($1,600,000); Ant Lab ($1,600,000); DECOM ($1,600,000)"
camp-network,CAMP,15372000,0.007327,29000000.0,11,"OKX Ventures ($5,500,000); Paper Ventures ($5,500,000); Blockchain Capital ($5,000,000); 1kx ($5,000,000); Lattice Capital ($5,000,000)"
hey-anon,ANON,15156704.7,1.1354,144000.0,1,"Sonic ($144,000)"
walletconnect,WCT,15080338,0.0809,13000000.0,11,"Bitgo ($1,181,818); Shopify ($1,181,818); EverStake ($1,181,818); Kiln ($1,181,818); Union Square Ventures ($1,181,818)"
eclipse,ES,14850000,0.0994,50000000.0,7,"Polychain Capital ($7,142,857); Delphi Digital (Delphi Labs) ($7,142,857); Fenbushi Capital ($7,142,857); Maven 11 Capital ($7,142,857); Hack VC ($7,142,857)"
myshell,SHELL,14774400,0.0545,11000000.0,11,"Dragonfly Capital ($1,000,000); Delphi Ventures ($1,000,000); Casey K. Caruso ($1,000,000); Maven 11 Capital ($1,000,000); OKX Ventures ($1,000,000)"
network3,N3,14652942.03,0.01919,5500000.0,5,"Borderless Capital ($1,100,000); Waterdrip Capital ($1,100,000); SNZ Holding ($1,100,000); Bing Ventures ($1,100,000); IoTeX ($1,100,000)"
navi-protocol,NAVX,14601236.49,0.01788,2000000.0,16,"Mechanism Capital ($125,000); Hashed ($125,000); OKX Ventures ($125,000); Arche Fund ($125,000); ViaBTC Capital ($125,000)"
hemi-network,HEMI,14535425,0.0148,30000000.00000003,24,"YZi Labs (prev Binance Labs) ($2,045,455); Crypto.com ($2,045,455); HyperChain Capital ($2,045,455); Big Brain Holdings ($2,045,455); Breyer Capital ($2,045,455)"
everlyn,LYN,14243350,0.0677,14999999.999999996,7,"MH Ventures ($2,142,857); Mysten Labs ($2,142,857); Selini Capital ($2,142,857); Aethir ($2,142,857); Nesa ($2,142,857)"
suilend,SEND,14196443.96,0.2345,4000000.000000002,30,"Mechanism Capital ($133,333); Delphi Ventures ($133,333); Robot Ventures ($133,333); Balaji Srinivasan ($133,333); Julian Koh ($133,333)"
grape-3,GRP,14132363.17,3.173,35000000.0,1,"LDA Capital ($35,000,000)"
enso,ENSO,14058852,0.684,4200000.0,2,"IDEO CoLab Ventures ($2,100,000); Hypersphere Ventures ($2,100,000)"
flock-2,FLOCK,13833120,0.10742,9000000.0,12,"Digital Currency Group (DCG) ($1,333,333); OKX Ventures ($1,333,333); Faction ($1,333,333); Tagus Capital ($1,000,000); Volt Capital ($1,000,000)"
usual,USUAL,13151414,0.0266,18500000.000000004,40,"echo ($1,000,000); Breed ($791,667); Hypersphere Ventures ($791,667); IOSG Ventures ($791,667); Kraken ($791,667)"
the-arena,ARENA,13053517.32,0.00278,2000000.0,7,"Balaji Srinivasan ($285,714); Abstract Ventures ($285,714); C2Ventures (Csquared) ($285,714); AlphaCrypto ($285,714); Blizzard Fund (Avalanche Ecosystem) ($285,714)"
natix-network,NATIX,12842653.61,0.0003183,4600000.0,17,"Moonrock Capital ($270,588); Borderless Capital ($270,588); iAngels ($270,588); Big Brain Holdings ($270,588); Cogitent Ventures ($270,588)"
chainbase,C,12617600,0.0788,14999999.999999996,7,"Hash Global ($2,142,857); Tencent ($2,142,857); BODL ($2,142,857); Matrix Partners ($2,142,857); Folius Ventures ($2,142,857)"
bluefin,BLUE,12581086.31,0.0381,4350000.0,1,"SUI Group Holdings ($4,350,000)"
bitcoinos,BOS,12449626.8,0.002889,10000000.0,6,"Nathan McCauley ($1,666,667); FalconX ($1,666,667); Greenfield Capital ($1,666,667); Bitcoin Frontier Fund ($1,666,667); DNA Fund ($1,666,667)"
layer3,L3,12410757.43,0.01158,19000000.0,8,"Greenfield Capital ($5,875,000); Electric Capital ($1,875,000); ParaFi Capital ($1,875,000); Amber Group ($1,875,000); Immutable ($1,875,000)"
tac,TAC,12298543.7,0.004631,11500000.000000002,15,"Hack VC ($5,433,333); Animoca Brands ($433,333); CMT Digital ($433,333); BitScale Capital ($433,333); The Spartan Group ($433,333)"
capybobo,PYBOBO,11906312,0.0007156,8000000.0,5,"Animoca Brands ($1,600,000); HashKey Capital ($1,600,000); Mirana Ventures ($1,600,000); Folius Ventures ($1,600,000); Pluto.Vision ($1,600,000)"
aria,ARIA,11748600,0.06428,5000000.0,5,"Animoca Brands ($1,000,000); The Spartan Group ($1,000,000); Galaxy Interactive ($1,000,000); Folius Ventures ($1,000,000); Beam ($1,000,000)"
infinity-ground,AIN,11466364,0.06187,2000000.0,8,"Animoca Brands ($250,000); PAKA ($250,000); MH Ventures ($250,000); Presto Labs ($250,000); MARBLEX ($250,000)"
symmio,SYMMIO,11349941.68,0.01556,2100000.0,3,"The Spartan Group ($700,000); Blockchain Founders Fund ($700,000); MCLB ($700,000)"
nibiru,NIBI,11148390.81,0.012862,12000000.0,6,"Tribe Capital ($2,000,000); MV Global ($2,000,000); NGC Ventures ($2,000,000); Kraken ($2,000,000); ArkStream Capital ($2,000,000)"
infrared,IBGT,10719839.32,0.7296,16500000.0,26,"NGC Ventures ($1,178,571); CitizenX Crypto Ventures Fund, L.P. ($1,178,571); Animoca Brands ($1,000,000); Framework Ventures ($1,000,000); Rubik Ventures ($1,000,000)"
telos,TLOS,10645380.91,0.0238,1000000.0,1,"Presto Labs ($1,000,000)"
aria-3,ARIAIP,10612710,0.0319,15500000.0,5,"Polychain Capital ($5,000,000); Story Protocol ($5,000,000); Neoclassic Capital ($5,000,000); OKX Ventures ($250,000); Selini Capital ($250,000)"
deagentai,AIA,10517150,0.0933,6000000.0,7,"Waterdrip Capital ($857,143); Panony ($857,143); CatcherVC ($857,143); Kernel Ventures ($857,143); Goplus ($857,143)"
xmoney,UTK,10075844.79,0.0143,21500000.0,2,"Sui Foundation ($10,750,000); MultiversX ($10,750,000)"
hopr,HOPR,10054392.27,0.02944,4800000.0,1,"Gnosis ($4,800,000)"
quai-network,QUAI,9839961,0.02051,5000000.0,8,"Ceras Ventures ($625,000); Black Edge Capital ($625,000); MH Ventures ($625,000); GTS Ventures ($625,000); Cogitent Ventures ($625,000)"
bugscoin,BGSC,9814130,0.001605,12000000.0,5,"DuckDAO ($2,400,000); BullPerks ($2,400,000); MaxxCapital ($2,400,000); Castrum Capital ($2,400,000); Becker Ventures ($2,400,000)"
turtle-club,TURTLE,9790963,0.0631,11700000.0,33,"THEIA ($676,667); Trident Digital ($676,667); BitScale Capital ($366,667); CoinIX ($366,667); SNZ Holding ($366,667)"
ark-of-panda,AOP,9604240,0.0355,6500000.0,11,"Web3link ($962,500); Tido Capital ($962,500); LF Labs ($562,500); Vortex Capital ($562,500); Zenith Capital ($562,500)"
codatta,XNY,9602500,0.003817,2500000.0,8,"CGV FoF (Cryptogram Venture) ($312,500); Web3Port ($312,500); OKX Ventures ($312,500); Mask Network ($312,500); CatcherVC ($312,500)"
cess,CESS,9542650,0.003603,8000000.000000002,11,"HTX Ventures (previously Huobi Ventures) ($727,273); Mentha Partners ($727,273); Infinity Ventures Crypto (IVC) ($727,273); Fish DAO ($727,273); 7 O'Clock Capital ($727,273)"
gaib,GAIB,9334179.07,0.04545,15000000.0,21,"Amber Group ($10,000,000); Animoca Brands ($250,000); The Spartan Group ($250,000); Hashed ($250,000); IDG Capital ($250,000)"
giza,GIZA,9320932.87,0.04285,5200000.0,16,"Arrington Capital ($325,000); CoinFund ($325,000); Stake Capital ($325,000); MH Ventures ($325,000); HASH CIB (HASH#CIB) ($325,000)"
duckchain,DUCK,9201173.53,0.00131,5000000.0,12,"Richard Ma (Quantstamp) ($416,667); Kenetic Capital ($416,667); Gate.io ($416,667); dao5 ($416,667); GeekCartel ($416,667)"
brickken,BKN,8819013,0.10929,2500000.0,6,"SNZ Holding ($416,667); Psalion VC ($416,667); Ergodic Capital ($416,667); HODL Ventures ($416,667); MochaX ($416,667)"
375ai,EAT,7882218.51,0.03669,15000000.0,12,"6MV (6th Man Ventures) ($2,000,000); Arca ($2,000,000); EV3 ($2,000,000); Primal Capital ($1,000,000); Auros Ventures ($1,000,000)"
pumpbtc-2,PUMP,7760550,0.02721,10000000.0,10,"SevenX Ventures ($1,000,000); Mirana Ventures ($1,000,000); CoinSummer ($1,000,000); Istari Ventures ($1,000,000); UTXO Management ($1,000,000)"
milady-meme-coin,LADYS,7710843.24,1.05e-08,5000000.0,1,"DWF Labs ($5,000,000)"
nakamoto-games,NAKA,7683436.9,0.0812,10000000.0,1,"Make It Capital ($10,000,000)"
uxlink,UXLINK,7617676.22,0.01252,13999999.999999996,16,"HashKey Capital ($1,666,667); SevenX Ventures ($1,666,667); INCE Capital ($1,666,667); ECV ($692,308); Signum Capital ($692,308)"
yala-finance,YALA,7523730.68,0.02806,8000000.000000003,14,"Polychain Capital ($571,429); HashKey Capital ($571,429); Galaxy ($571,429); Amber Group ($571,429); Ethereal Ventures ($571,429)"
semantic-layer,42,7301653.35,0.04924,5000000.0,8,"Greenfield Capital ($2,000,000); Fenbushi Capital ($428,571); Robot Ventures ($428,571); Hack VC ($428,571); Figment Capital ($428,571)"
dimo,DIMO,7076023.13,0.0173,11500000.000000002,7,"CoinFund ($1,642,857); Slow Ventures ($1,642,857); Borderless Capital ($1,642,857); Bill Ackman ($1,642,857); ConsenSys Mesh ($1,642,857)"
almanak,ALMANAK,7042560,0.02623,8450000.0,9,"HashKey Capital ($938,889); Delphi Digital (Delphi Labs) ($938,889); Shima Capital ($938,889); RockawayX ($938,889); AppWorks ($938,889)"
union,U,7012208.7,0.003655,12000000.0,3,"gumi Cryptos Capital ($4,000,000); Borderless Capital ($4,000,000); LongHash Ventures ($4,000,000)"
scallop-io,SCA,6942691.11,0.04974,2999999.9999999995,18,"Signum Capital ($166,667); CMS Holdings ($166,667); Kyros Ventures ($166,667); ViaBTC Capital ($166,667); KuCoin ($166,667)"
games-for-a-living,GFAL,6939895.74,0.001878,3200000.0,1,"Supercell ($3,200,000)"
bitlayer,BTR,6859152,0.02621,25000000.0,45,"Franklin Templeton ($4,100,000); Polychain Capital ($3,000,000); Selini Capital ($3,000,000); ABCDE Capital ($1,247,059); Flow Traders ($1,100,000)"
bluwhale,BLUAI,6823996,0.005557,26999999.999999996,30,"UOB Venture Management ($1,666,667); Sublime Ventures ($1,666,667); CMY Ventures ($1,666,667); NewHeritage ($1,666,667); PAID ($1,666,667)"
reppo,REPPO,6607384.22,0.01905,2200000.0,7,"CMS Holdings ($314,286); CV VC ($314,286); Protocol Labs ($314,286); Thomas France ($314,286); Nicolas Pinto ($314,286)"
pear-garden,PEAR,6406720.31,0.02491,4100000.0,4,"Compound ($1,025,000); Castle Island Ventures ($1,025,000); Sigil Fund ($1,025,000); Florin Digital ($1,025,000)"
cygnus-finance,CGN,6377900,0.002777,20000000.0,8,"G-20 Group ($2,500,000); OKX Ventures ($2,500,000); Mirana Ventures ($2,500,000); UpHonest Capital ($2,500,000); eGirl Capital ($2,500,000)"
pipe-network,PIPE,6283000,0.06204,10000000.0,1,"Multicoin Capital ($10,000,000)"
burnt-2,XION,6231365.39,0.2438,25000000.0,3,"Multicoin Capital ($8,333,333); Arrington Capital ($8,333,333); Animoca Brands ($8,333,333)"
gaianet,GAIA,6225400,0.03666,19999999.999999996,33,"Mirana Ventures ($2,803,030); ByteTrade Lab ($2,803,030); Mantle ($2,803,030); EVM Capital ($2,803,030); Outlier Ventures ($303,030)"
portal-to-bitcoin,PTB,6185705.42,0.002958,109000000.0,6,"Paloma Investments ($50,000,000); JTSA Global ($25,000,000); Arrington Capital ($8,500,000); Coinbase Ventures ($8,500,000); OKX Ventures ($8,500,000)"
switchboard,SWTCH,6041600,0.03758,7500000.000000002,18,"Breed ($416,667); BlockBuilders ($416,667); Mert Mumtaz ($416,667); Aptos ($416,667); 0xRooter ($416,667)"
maiga-ai,MAIGA,5905200,0.02133,2000000.0,5,"Amber Group ($400,000); Red Beard Ventures ($400,000); ChainLink ($400,000); IBC Ventures ($400,000); TB Ventures (TBV) ($400,000)"
evaa-protocol,EVAA,5778151.35,0.8711,2500000.0000000005,7,"Animoca Brands ($357,143); CMT Digital ($357,143); Polymorphic Capital ($357,143); WAGMI Ventures ($357,143); TON Ventures ($357,143)"
allo,RWA,5761800,0.003201,2000000.0,3,"Morningstar Ventures ($666,667); NGC Ventures ($666,667); Gate Labs ($666,667)"
publicai,PUBLIC,5646000,0.02823,10000000.0,14,"CSP DAO ($800,000); MH Ventures ($800,000); NEAR Foundation ($800,000); Tykhe Block Ventures ($800,000); Blockchain Builders Fund ($800,000)"
metablox-2,ROAM,5370300,0.05946,4999999.999999999,11,"Volt Capital ($454,545); Stratified Capital ($454,545); Anagram Crypto ($454,545); Comma3 Ventures ($454,545); JDI Global ($454,545)"
nodeops,NODE,5342302.66,0.04011,5000000.0,10,"BitScale Capital ($500,000); Momentum 6 ($500,000); Richard Ma (Quantstamp) ($500,000); L1 Digital ($500,000); Double Peak ($500,000)"
doubleup,UP,4932000,0.3288,4000000.000000001,11,"Mysten Labs ($363,636); Comma3 Ventures ($363,636); Karatage ($363,636); Selini Capital ($363,636); 0xRooter ($363,636)"
azen,AZEN,4690822.26,0.001925,1200000.0,8,"DWF Ventures ($150,000); Waterdrip Capital ($150,000); Mindfulness Capital ($150,000); DePIN X ($150,000); Quantum Leap Labs ($150,000)"
botto,BOTTO,4676780.69,0.09535,1670000.0,3,"Variant ($556,667); 1kx ($556,667); Collab+Currency ($556,667)"
balance,EPT,4570618.92,0.001955,40000000.0,25,"Animoca Brands ($2,750,000); Amber Group ($2,750,000); MARBLEX ($2,750,000); Andreessen Horowitz (a16z) ($1,500,000); Galaxy Interactive ($1,500,000)"
ultra,UOS,4438900.24,0.009205,12000000.0,1,"Noia Capital ($12,000,000)"
sogni-ai,SOGNI,4437977.34,0.003306,2000000.0,8,"CoinGecko Ventures ($250,000); Oyster Ventures ($250,000); Formless Capital ($250,000); Republic ($250,000); Dext Force Ventures ($250,000)"
tanssi-network,TANSSI,4194927.34,0.01312,6000000.0,6,"Hypersphere Ventures ($1,000,000); KR1 (Kryptonite1) ($1,000,000); Borderless Capital ($1,000,000); SNZ Holding ($1,000,000); Scytale ($1,000,000)"
lit-protocol,LITKEY,4136000,0.01885,1370000.0,5,"Sfermion ($274,000); Village Global ($274,000); Collab+Currency ($274,000); Protocol Labs ($274,000); RRE Ventures ($274,000)"
saros-finance,SAROS,4078406.56,0.002421,3750000.0,12,"Cryptomind ($312,500); The Spartan Group ($312,500); GBV Capital ($312,500); Genblock Capital ($312,500); Hashed ($312,500)"
baanx,BXX,3997467.23,0.01617,20000000.0,4,"Ledger Capital ($5,000,000); Tezos Foundation ($5,000,000); Chiron Partners ($5,000,000); British Business Bank ($5,000,000)"
metya,MY,3987119.73,0.13235,6000000.0,2,"Echo3 ($3,000,000); Greenwood Global Capital ($3,000,000)"
ultiverse,ULTI,3801763.74,0.0005458,4000000.0,9,"Morningstar Ventures ($444,444); Animoca Brands ($444,444); IDG Capital ($444,444); P2 Ventures ($444,444); DWF Labs ($444,444)"
gelato,GEL,3764389.75,0.01397,11000000.0,4,"Animoca Brands ($2,750,000); IOSG Ventures ($2,750,000); Hack VC ($2,750,000); Bloccelerate ($2,750,000)"
marina-protocol,BAY,3698000,0.01849,1680000.0,6,"AC Capital ($280,000); UOB Venture Management ($280,000); CREDIT SCEND ($280,000); Notch Ventures ($280,000); OOKC Labs ($280,000)"
truflation,TRUF,3442894.07,0.00767,6000000.0,10,"Fundamental Labs ($600,000); Red Beard Ventures ($600,000); C2Ventures (Csquared) ($600,000); NxGen ($600,000); ChainLink ($600,000)"
tokenfi,TOKEN,3337066.04,0.003336,10000000.0,1,"DWF Labs ($10,000,000)"
hyperbridge-2,BRIDGE,3329222.97,0.02321,2500000.0,2,"Scytale ($1,250,000); Web3 Foundation ($1,250,000)"
mint,MINT,3200296.59,0.014685,5000000.0,12,"BlockAI Ventures ($416,667); Predator Capital ($416,667); SNZ Holding ($416,667); Panony ($416,667); Mask Network ($416,667)"
delabs-games,DELABS,3170017.5,0.004223,5200000.0,8,"Hashed ($650,000); Arche Fund ($650,000); Infinity Ventures Crypto (IVC) ($650,000); Yield Guild Games (YGG) ($650,000); Everyrealm ($650,000)"
bitscrunch,BCUT,3110190.45,0.005139,2900000.0,7,"FD LABS ($500,000); Animoca Brands ($400,000); Crypto.com ($400,000); Shima Capital ($400,000); Cypher Capital ($400,000)"
blum,BLUM,3101557.13,0.0178,5000000.0,8,"YZi Labs (prev Binance Labs) ($625,000); gumi Cryptos Capital ($625,000); BitScale Capital ($625,000); The Spartan Group ($625,000); OKX Ventures ($625,000)"
liquidium,LIQ,3037802.37,0.0774,2750000.0,10,"dingaling ($275,000); DeGods ($275,000); CMS Holdings ($275,000); NGC Ventures ($275,000); AGE Fund ($275,000)"
heurist,HEU,3010176.57,0.01651,1999999.9999999995,13,"Amber Group ($153,846); DCF GOD ($153,846); Zephyrus Capital ($153,846); Contango Digital Assets ($153,846); Manifold Trading ($153,846)"
moonwalk-fitness,MF,2850508.69,0.01505,3400000.000000001,18,"YZi Labs (prev Binance Labs) ($188,889); CMS Holdings ($188,889); Reciprocal Ventures ($188,889); Santiago Roel Santos ($188,889); Hack VC ($188,889)"
hana-network,HANA,2784000,0.01162,4000000.0,10,"Alliance ($400,000); SushiSwap ($400,000); Orange DAO ($400,000); Dewhales ($400,000); Paul Taylor ($400,000)"
legend-of-arcadia,ARCA,2782328.98,0.00927,4000000.0,4,"Animoca Brands ($1,000,000); OKX Ventures ($1,000,000); Arche Fund ($1,000,000); Selini Capital ($1,000,000)"
bondex,BDXN,2760000,0.01726,4000000.0,4,"Morningstar Ventures ($1,000,000); Animoca Brands ($1,000,000); iAngels ($1,000,000); Dext Force Ventures ($1,000,000)"
connext,CLEAR,2663086.28,0.00406,5000000.0,1,"Pantera Capital ($5,000,000)"
kima,KIMA,2584821.34,0.03956,5000000.000000001,7,"Castrum Capital ($714,286); FinSec Innovation Lab ($714,286); Outlier Ventures ($714,286); Blockchange Ventures ($714,286); Maven Capital ($714,286)"
gomble-games,GM,2548659.6,0.00925,10000000.0,8,"The Spartan Group ($1,250,000); Hashed ($1,250,000); Animoca Brands ($1,250,000); IOSG Ventures ($1,250,000); Shima Capital ($1,250,000)"
alliance-games,COA,2493315,0.006647,5000000.0,8,"Animoca Brands ($625,000); The Spartan Group ($625,000); Arche Fund ($625,000); Kyros Ventures ($625,000); Dialectic Capital ($625,000)"
stride,STRD,2451216.07,0.02791,4000000.0,9,"Chorus One ($444,444); 1confirmation ($444,444); Road Capital ($444,444); Neel Somani ($444,444); Modular Capital ($444,444)"
kyuzo-s-friends,KO,2346825,0.01079,11000000.0,6,"Chain Capital ($1,833,333); LBank Ventures ($1,833,333); Stratified Capital ($1,833,333); KnightFury ($1,833,333); DeAgentAI ($1,833,333)"
streamflow,STREAM,2342139.68,0.01701,1900000.0000000005,13,"HTX Ventures (previously Huobi Ventures) ($146,154); Hypersphere Ventures ($146,154); GBV Capital ($146,154); Genblock Capital ($146,154); Solana Ventures ($146,154)"
hello-labs,HELLO,2279605.63,0.003123,4600000.0,2,"Dragonfly Capital ($2,300,000); Mirana Ventures ($2,300,000)"
taki,TAKI,2198891.41,0.001878,3000000.0,1,"SuperLayer ($3,000,000)"
masa,MASA,2181557.47,0.003896,5400000.0,4,"Anagram Crypto ($1,350,000); Digital Currency Group (DCG) ($1,350,000); GoldenTree Asset Management ($1,350,000); Blizzard Fund (Avalanche Ecosystem) ($1,350,000)"
zyfi,ZFI,2164498.54,0.01391,2000000.0,10,"Dan Ugolini ($200,000); Brilliance Ventures ($200,000); ZBS Capital ($200,000); Tenzor Capital ($200,000); NxGen ($200,000)"
merkle-trade,MKL,2138696.46,0.05114,2100000.0,8,"Arrington Capital ($262,500); Morningstar Ventures ($262,500); Hashed ($262,500); Amber Group ($262,500); Re7 Capital ($262,500)"
