fund_slug,fund_name,project_slug,project_name,amount,stage,date,category,pre_valuation
blockvc,BlockVc,cere-network,CERE,100000,Private Round 2,2021-04-01T00:00:00Z,Big Data,30000000
ledgerprime,LedgerPrime,cere-network,CERE,100000,Private Round 2,2021-04-01T00:00:00Z,Big Data,30000000
metaconomy-capital,Metaconomy Capital,cere-network,CERE,100000,Private Round 2,2021-04-01T00:00:00Z,Big Data,30000000
kr1-kryptonite1,KR1 (Kryptonite1),etherisc,DIP,100000,Venture Round,2018-04-01T00:00:00Z,Insurance,1000000
dash-investment-foundation-dif,Dash Investment Foundation (DIF),quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
binance-labs,YZi Labs (prev Binance Labs),quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
okx-ventures,OKX Ventures,quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
dash-investment-foundation-dif,Dash Investment Foundation (DIF),quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
kucoin,KuCoin,quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
aax,AAX,quadency,QUAD,100000,Seed,2021-02-01T00:00:00Z,DeFi,1000000
master-ventures,MV Global,polker,PKR,100000,Private Round 1,2021-06-20T00:00:00Z,Gambling,18500000
vendetta-capital,Vendetta Capital,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
genesis-block-gbv,GBV Capital,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
rarestone-capital,Rarestone Capital,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
au21-capital,AU21 Capital,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
kyros-ventures,Kyros Ventures,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
moonwhale-ventures,Moonwhale Ventures,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
jrr-group,JRR Group,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
faculty-capital,Faculty Capital,xfit,XFIT,100000,Public Sale,2021-04-29T16:00:00Z,Ignition IDO,48000000
metisdao,MetisDAO,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
parallelchain,ParallelChain,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
vision-capital,Vision Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
unity-capital,Unity Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
2a-ventures,2A Ventures,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
skynet-trading,Skynet Trading,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
polygon-studios,Polygon Studios,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
a-t-capital,A&T Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
dreamboat-capital,Dreamboat Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
sanctum-ventures,Sanctum Ventures,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
mh-ventures,MH Ventures,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
dct-capital,DCT Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
moonlift-capital,Moonlift Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
legion-ventures,Legion Ventures,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
gotbit,GOTBIT,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
automatic-venture-group-avg,Automatic Venture Group (AVG),playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
big-brain-holdings,Big Brain Holdings,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
alpha-hunt,Alpha Hunt,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
chainpor,Chainpor,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
traveller-capital,Traveller Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
webcoin-capital,Webcoin Capital,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
gems-lab,Gems Lab,playpad,PPAD,100000,Seed Round,2021-08-01T00:00:00Z,Gaming,2000000
dao-maker,DAO Maker,orao-network,ORAO,100000,Pre-seed Round,2021-01-01T00:00:00Z,Oracle,1000000
gate-io,Gate.io,orao-network,ORAO,100000,Pre-seed Round,2021-01-01T00:00:00Z,Oracle,1000000
tron,Tron,orao-network,ORAO,100000,Pre-seed Round,2021-01-01T00:00:00Z,Oracle,1000000
momentum-6-m6,Momentum 6,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
moonrock-capital,Moonrock Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
au21-capital,AU21 Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
digital-strategies,Digital Strategies,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
signum-capital,Signum Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
x21-digital,x21 Digital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
faculty-capital,Faculty Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
astronaut-capital,Astronaut Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
petrock-capital,PetRock Capital,pinknode,PNODE,100000,Seed Round,2021-03-01T00:00:00Z,Polkastarter IDO,3000000
lvt-capital,LVT Capital,polkally,KALLY,100000,Seed Sale,2021-03-01T00:00:00Z,Polkadot Ecosystem,1000000
moondot-capital,Moondot Capital,polkally,KALLY,100000,Seed Sale,2021-03-01T00:00:00Z,Polkadot Ecosystem,1000000
smo-capital,SMO Capital,polkally,KALLY,100000,Seed Sale,2021-03-01T00:00:00Z,Polkadot Ecosystem,1000000
ico-pantera,ICO Pantera,polkally,KALLY,100000,Seed Sale,2021-03-01T00:00:00Z,Polkadot Ecosystem,1000000
icetea-labs-icetea-io,Icetea Labs (Icetea.io),kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
gains-associates,Gains Associates,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
dec-ventures,DEC.Ventures,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
1010-capital,1010 Capital,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
au21-capital,AU21 Capital,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
fomocraft-ventures,Fomocraft Ventures,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
exnetwork-capital,Exnetwork Capital,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
kyros-ventures,Kyros Ventures,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
dao-maker,DAO Maker,kaby-arena,KABY,100000,Seed Sale,2021-06-01T00:00:00Z,Red Kite IDO,5000000
skynet-trading,Skynet Trading,okletsplay,OKLP,100000,Series A,2022-01-01T00:00:00Z,,2000000
mint-ventures,Mint Ventures,nftgo,,100000,Seed Round,2021-08-11T12:00:00Z,,1000000
foundership-ventures,Foundership Ventures,lendr-fi,,100000,Incubation,2024-01-01T00:00:00Z,DeFi,1000000
quest-capital,Quest Capital,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
korea-investment-partners,Korea Investment Partners,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
nexus-one,Nexus One,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
foundation-x,Foundation X,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
coinbene,CoinBene,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
256-ventures,256 Ventures,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
hash-capital,Hash Capital,temco,TEMCO,105000,Public Presale,2018-11-09T00:00:00Z,,32298300
exnetwork-capital,Exnetwork Capital,merchdao,MRCH,105000,Seed Round,2021-01-01T00:00:00Z,DAO,1500000
cogitent-ventures,Cogitent Ventures,lp-finance-ico,LPFI,105000,Pre-seed Round,2022-08-01T00:00:00Z,,10000000
dao-maker,DAO Maker,fear,FEAR,105625,Seed Round,2021-03-01T00:00:00Z,Gaming,3250000
shima-capital,Shima Capital,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
bitboy-crypto,Bitboy Crypto,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
x21-digital,x21 Digital,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
animoca-brands,Animoca Brands,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
magnus-capital,Magnus Capital,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
au21-capital,AU21 Capital,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
anti-fund,Anti Fund,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
avalanche-foundation,Avalanche Foundation,blokpad,BPAD,112500,Pre-seed,2021-09-01T00:00:00Z,Launchpad,2250000
winklevoss-capital,Winklevoss Capital,filecoin,FIL,120000,Seed,2014-08-01T00:00:00Z,Storage,1200000
fenbushi-capital,Fenbushi Capital,tenx,PAY,120000,Angel Round,2016-02-01T00:00:00Z,Finance,1200000
vitalik-buterin,Vitalik Buterin,tenx,PAY,120000,Angel Round,2016-02-01T00:00:00Z,Finance,1200000
bo-shen,Bo Shen,tenx,PAY,120000,Angel Round,2016-02-01T00:00:00Z,Finance,1200000
polygon,P2 Ventures,ferrum-network,FRM,120000,Seed Round,2019-05-01T00:00:00Z,DeFi,3781593.75
algorand,Algorand,ferrum-network,FRM,120000,Seed Round,2019-05-01T00:00:00Z,DeFi,3781593.75
pocket-network,Pocket Network,ferrum-network,FRM,120000,Seed Round,2019-05-01T00:00:00Z,DeFi,3781593.75
kosmos-ventures,Kosmos Ventures,ferrum-network,FRM,120000,Seed Round,2019-05-01T00:00:00Z,DeFi,3781593.75
iconomy,Iconomy,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
outlier-ventures,Outlier Ventures,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
genesis-block-gbv,GBV Capital,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
signum-capital,Signum Capital,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
defiants,Defiants,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
duckdao,DuckDAO,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
block-dream-fund,Block Dream Fund,keytango,TANGO,120000,Seed Round,2020-09-01T00:00:00Z,,10000000
techstars,Techstars,definer,FIN,120000,Pre-seed Round,2020-01-01T00:00:00Z,DeFi,1200000
blockchain-founders-fund,Blockchain Founders Fund,definer,FIN,120000,Pre-seed Round,2020-01-01T00:00:00Z,DeFi,1200000
techstars-hub71,Techstars Hub71,definer,FIN,120000,Pre-seed Round,2020-01-01T00:00:00Z,DeFi,1200000
genblock-capital,Genblock Capital,bullperks,BLP,120000,Seed Sale,2021-04-01T00:00:00Z,Launchpad,6000000
hg-ventures,HG Ventures,bullperks,BLP,120000,Seed Sale,2021-04-01T00:00:00Z,Launchpad,6000000
bta-ventures,BTA Ventures,bullperks,BLP,120000,Seed Sale,2021-04-01T00:00:00Z,Launchpad,6000000
itsblockchain,itsblockchain,bullperks,BLP,120000,Seed Sale,2021-04-01T00:00:00Z,Launchpad,6000000
bscpad,BSCPad,ghospers-game,GHSP,120000,Private Sale,2021-09-01T00:00:00Z,Gaming,800000
gamezone,GameZone,ghospers-game,GHSP,120000,Private Sale,2021-09-01T00:00:00Z,Gaming,800000
nftlaunch,NFTLaunch,ghospers-game,GHSP,120000,Private Sale,2021-09-01T00:00:00Z,Gaming,800000
sonic,Sonic,silo-finance,SILO,122500,Funding Round,2025-08-11T00:00:00Z,Protocol,1225000
x21-digital,x21 Digital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
genesis-block-gbv,GBV Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
polkastarter,Polkastarter,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
black-dragon,Black Dragon,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
hillrise-ventures,Hillrise Ventures,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
netzero-capital,NetZero Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
black-edge-capital,Black Edge Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
au21-capital,AU21 Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
j8-capital,J8 Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
magnus-capital,Magnus Capital,mahadao,MAHA,125000,Seed Round,2020-08-01T00:00:00Z,DeFi,2500000
genesis-block-gbv,GBV Capital,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
digital-strategies,Digital Strategies,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
gate-io,Gate.io,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
nftb,NFTb,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
hacken,Hacken,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
polinate-alpha,Polinate Alpha,1art,1ART,125000,Seed Round,2021-05-01T00:00:00Z,Sonic (ex. Fantom) Ecosystem,5000000
au21-capital,AU21 Capital,exeedme,XED,125000,Seed Sale,2020-12-01T00:00:00Z,Gaming,1250000
morningstar-ventures,Morningstar Ventures,exeedme,XED,125000,Seed Sale,2020-12-01T00:00:00Z,Gaming,1250000
moonrock-capital,Moonrock Capital,exeedme,XED,125000,Seed Sale,2020-12-01T00:00:00Z,Gaming,1250000
draper-cygnus,Draper Cygnus,lemon,,125000,Pre-seed,2020-01-04T00:00:00Z,Finance,1250000
trustpad,TrustPad,jungle-road-ico,JGRD,127500,Private Presale,2022-04-01T00:00:00Z,,42500000
nftpad-fi,NFTpad.fi,jungle-road-ico,JGRD,127500,Private Presale,2022-04-01T00:00:00Z,,42500000
cardinal-capital,Cardinal Capital,jungle-road-ico,JGRD,127500,Private Presale,2022-04-01T00:00:00Z,,42500000
safelaunch,SafeLaunch,jungle-road-ico,JGRD,127500,Private Presale,2022-04-01T00:00:00Z,,42500000
gd10-ventures,GD10 Ventures,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
everse-capital,Everse Capital,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
oddiyana-ventures,Oddiyana Ventures,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
smo-capital,SMO Capital,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
ferrum-network,Ferrum Network,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
swiss-gem-investments-swgi,Swiss Gem Investments (SWGI),babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
bitexen,Bitexen,babylons,BABI,136500,Seed Round,2021-05-01T00:00:00Z,Launchpad,3900000
dao-maker,DAO Maker,yield-protocol,YIELD,140400,Seed Round,2021-01-01T00:00:00Z,DeFi,823305.6
sonic,Sonic,hey-anon,ANON,144000,Funding Round,2025-06-12T00:00:00Z,Artificial Intelligence (AI),1440000
massachusetts-clean-energy-center,Massachusetts Clean Energy Center,via,,145000,Funding Round,2020-01-30T00:00:00Z,Blockchain Service,1450000
nabais-capital,Nabais Capital,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
vysyn,VYSYN,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
amplifi,AmpliFi,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
reef-finance,Reef Finance,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
forward-protocol,Forward Protocol,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
chipstars,Chipstars,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
polygon,P2 Ventures,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
vendetta-capital,Vendetta Capital,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
marketacross,MarketAcross,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
duckdao,DuckDAO,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
key-difference-media,Key Difference Media,ebox,EBOX,148200,Strategic Round,2021-01-01T00:00:00Z,Cryptocurrency,2470000
novablock-capital,NovaBlock Capital,tellor,TRB,150000,Pre-seed,2018-06-01T00:00:00Z,Oracle,1500000
framework-ventures,Framework Ventures,tellor,TRB,150000,Pre-seed,2018-06-01T00:00:00Z,Oracle,1500000
lunex-ventures,LuneX Ventures,tellor,TRB,150000,Pre-seed,2018-06-01T00:00:00Z,Oracle,1500000
dao-maker,DAO Maker,tellor,TRB,150000,Pre-seed,2018-06-01T00:00:00Z,Oracle,1500000
sevenx-ventures,SevenX Ventures,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
gd10-ventures,GD10 Ventures,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
arkstream-capital,ArkStream Capital,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
waterdrip-capital,Waterdrip Capital,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
lvt-capital,LVT Capital,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
dao-maker,DAO Maker,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
master-ventures,MV Global,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
morningstar-ventures,Morningstar Ventures,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
gate-io,Gate.io,coin-capsule,CAPS,150000,IDO on DAO Maker,2021-05-27T15:00:00Z,Ignition IDO,20000000
gate-io,Gate.io,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
babylons,Babylons,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
nftb,NFTb,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
gotbit,GOTBIT,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
dream-ventures,Dream Ventures,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
acestarter,AceStarter,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
onus,ONUS,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
diviner-protocol,Diviner Protocol,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
dare-nft,Dare NFT,meta-doge,METADOGE,150000,Seed Round,2022-05-01T00:00:00Z,Meme,5000000
hashkey-capital,HashKey Capital,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
ld-capital,LD Capital,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
dutch-crypto-investors-dci,Dutch Crypto Investors (DCI),endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
vbc-ventures,VBC Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
panda-capital,Panda Capital,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
hafen-ventures,Hafen Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
dec-ventures,DEC.Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
criterion,Criterion,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
whitelist-ventures,Whitelist Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
zephyrus-capital,Zephyrus Capital,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
cck-ventures,CCK Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
gamefi-ventures,GameFi Ventures,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
aha-capital,AHA Capital,endless-battlefield,ENG,150000,Private Round on SynapseNetwork,2022-02-22T00:00:00Z,Gaming,100000000
gueneri-invest,Güneri Invest,abrakadabra-games,,150000,Pre-seed,2022-02-23T00:00:00Z,Gaming,15000000
the-startup-collaborative,The Startup Collaborative,pinata-ico,,150000,Pre-seed,2019-12-24T00:00:00Z,,1500000
invest-nebraska,Invest Nebraska,pinata-ico,,150000,Pre-seed,2019-12-24T00:00:00Z,,1500000
ld-capital,LD Capital,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
shima-capital,Shima Capital,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
zbs-capital,ZBS Capital,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
bixin-ventures,Bixin Ventures,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
ghaf-capital-partners,Ghaf Capital Partners,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
greenhornscapital,Greenhornscapital,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
gains-associates,Gains Associates,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
7-o-clock-capital,7 O'Clock Capital,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
damo-labs,Damo Labs,deliq-ico,DLQ,150000,Seed Round,2022-01-18T15:00:00Z,,5000000
sequoia-capital,Sequoia Capital,multis-ico,,150000,Pre-seed,2019-08-19T00:00:00Z,,1500000
coinbase-ventures,Coinbase Ventures,multis-ico,,150000,Pre-seed,2019-08-19T00:00:00Z,,1500000
dao-maker,DAO Maker,multis-ico,,150000,Pre-seed,2019-08-19T00:00:00Z,,1500000
