name,slug,category,market_cap,price,total_raised,rounds_count
,the-mystery-society,Gaming,,,3000000,1
,init-capital,DeFi,,,3000000,1
,qed-protocol,Infrastructure,,,3000000,2
,stack-2,Blockchain Service,,,3000000,1
,oyl,Infrastructure,,,3000000,1
,eyris,Infrastructure,,,3000000,1
,tensorplex-labs,DeFi,,,3000000,1
,bi-social,Social,,,3000000,1
,nubit,Infrastructure,,,3000000,2
 ,bythen,Artificial Intelligence (AI),,,3000000,1
,cove-finance,Yield Aggregator,,,3000000,1
,veremark,Blockchain Service,,,3000000,2
,mayan,DEX,,,3000000,1
,zeko,Infrastructure,,,3000000,1
,adot,Artificial Intelligence (AI),,,3000000,1
,dwellfi,Finance,,,3000000,1
,fantagoal,Gaming,,,3000000,1
,el-dorado,Blockchain Service,,,3000000,1
,zizle,Social,,,3000000,1
,wasabi,DeFi,,,3000000,1
,zeek-network,Social,,,3000000,1
,decent-land,Social,,,3000000,1
,novanet,Infrastructure,,,3000000,1
ORA,ora,Infrastructure,,,3000000,2
,compute-labs,Blockchain Service,,,3000000,1
,kulipa,Blockchain Service,,,3000000,1
,oh-gamers,Gaming,,,3000000,1
,etherfuse,DeFi,,,3000000,1
,panda-titan,Gaming,,,3000000,1
,blockscout,Blockchain Service,,,3000000,1
,kem,Finance,,,3000000,1
,time-fun,Social,,,3000000,1
,0xastra,Gaming,,,3000000,1
,magicblock,Infrastructure,,,3000000,2
,borderless-2,Infrastructure,,,3000000,1
,mbd,Social,,,3000000,1
TENEO,teneo-protocol,DePIN,,,3000000,1
,barter-2,DeFi,,,3000000,1
,juicyway,Finance,,,3000000,1
HLO,halo-2,Social,,,3000000,1
,inxy-payments,Blockchain Service,,,3000000,1
,cabal-2,DeFi,,,3000000,1
,infinifi,DeFi,,,3000000,1
,maestro,Infrastructure,,,3000000,1
,mansa,Blockchain Service,,,3000000,2
,byzantine-finance,Infrastructure,,,3000000,1
,fantv,Blockchain Service,,,3000000,2
,arda-labs,Blockchain Service,,,3000000,1
,rakurai,DeFi,,,3000000,1
,m10,Gaming,,,3000000,1
,immortal-rising-2,Gaming,,,3000000,1
,xweave,Finance,,,3000000,1
,asigna,Blockchain Service,,,3000000,1
,heyelsa,AI Agents,,,3000000,1
,silhouette,DEX,,,3000000,1
,makina,DeFi,,,3000000,1
,truenorth,Artificial Intelligence (AI),,,3000000,1
,doppler-finance,DeFi,,,3000000,1
,riva-money,Blockchain Service,,,3000000,1
,holmesai,AI Agents,,,3000000,1
,basevol,DeFi,,,3000000,1
,voyage-2,Infrastructure,,,3000000,1
,me3,Play to Earn,,,3000000,1
,deepsafe,Blockchain Service,,,3000000,1
,pruv-finance,Blockchain,,,3000000,1
CLASH,chibi-clash-ico,,,,3000000,1
,4k-ico,,,,3000000,1
,strider-ico,,,,3000000,2
,lysto-ico,,,,3000000,2
,tenderize-ico,,,,3000000,1
,cashmere-ico,,,,3000000,1
HSM,hashmix-ico,,,,3000000,1
,nevermined-ico,,,,3000000,2
,galoy-ico,,,,3000000,2
,paprmeme-ico,,,,3000000,1
,prysm-ico,,,,3000000,2
,solidus-labs-ico,,,,3000000,4
,voldex-ico,,,,3000000,1
,geode-finance-ico,,,,3000000,1
,primitive-ico,,,,3000000,2
OGN,origin-protocol,NFT,,,3000300,3
,collecto,Finance,,,3020000,1
PEAQ,peaq,Blockchain,,,3043000,3
ALCX,alchemix,Lending Platform,,,3100000,2
PUNDU,pundu,Meme,,,3100000,1
LOKA,league-of-kingdoms,Gaming,,,3100000,2
,the-bagel-network,Blockchain Service,,,3100000,1
,soccerverse,Gaming,,,3100000,1
,helius,Blockchain Service,,,3100000,3
,sekai,Social,,,3100000,1
,promeet,Social,,,3100000,1
,cybrid,Blockchain Service,,,3100000,2
,slingshot-ico,,,,3100000,2
CAPX,capx-ai,Blockchain,,,3140000,1
,lore-ico,,,,3150000,2
,only-dust,Social,,,3190000,1
REZ,renzo-protocol,Liquid Staking Protocols,,,3200000,2
BMT,bubblemaps,Blockchain Service,,,3200000,1
SWTH,switcheo,DeFi,,,3200000,2
GO,gochain,,,,3200000,2
SLICE,tranche-finance,Polygon Ecosystem,,,3200000,2
FYDE,fyde,DeFi,,,3200000,1
ART,exchange-art,NFT,,,3200000,1
PLANETS,planetwatch,IOT,,,3200000,1
,neutral,Blockchain Service,,,3200000,1
,nodeshift,Infrastructure,,,3200000,1
,backed,DeFi,,,3200000,2
,truvius,Finance,,,3200000,1
,veda,Infrastructure,,,3200000,2
,rise-chain,Blockchain,,,3200000,2
,bridgeport,Finance,,,3200000,1
,metaverse-magna-ico,,,,3200000,1
,domination-finance-ico,,,,3200000,1
,commonwealth-ico,,,,3200000,2
,uxuy-ico,,,,3200000,2
PIF,play-it-forward-dao,DAO,,,3227370,2
OPIUM,opium,DeFi,,,3250000,1
,artifact-labs,NFT,,,3250000,1
ARTFI,artfi,Web 3.0,,,3260000,1
EMYC,e-money-network,Modular Blockchain,,,3300000,1
USH,unsheth,DeFi,,,3300000,1
,noble,Blockchain Service,,,3300000,2
,due,Blockchain Service,,,3300000,2
,citadel-2,Gaming,,,3300000,1
,block-scholes,Blockchain Service,,,3300000,1
,phoenix-2,DEX,,,3300000,2
,stashh,Social,,,3300000,1
,rena-labs,Infrastructure,,,3300000,1
,openblocks,Blockchain Service,,,3300000,1
,blindpay,Blockchain Service,,,3300000,1
AERGO,aergo,Blockchain,,,3360000,2
AIO,olaxbt,AI Agents,,,3380000,1
GEN,daostack,Infrastructure,,,3398910,3
MOVE,movement,Infrastructure,,,3400000,3
MF,moonwalk-fitness,Sport,,,3400000,1
MINT,mintify,NFT,,,3400000,1
,spicenet,Layer-2,,,3400000,1
,otonomi,Insurance,,,3400000,1
,miningstore,Blockchain Service,,,3400000,1
,renegade-ico,,,,3400000,1
VENO,venue-one-ico,,,,3400000,1
FITFI,step-app,Move To Earn,,,3430000,1
DTH,dether,Finance,,,3440000,2
,akave,Layer-2,,,3450000,1
,aifinyo,Finance,,,3480000,1
XRP,ripple,Cryptocurrency,,,3500000,5
OP,optimism,Layer-2,,,3500000,4
XPL,xpl,Blockchain,,,3500000,3
FTN,fasttoken,Ethereum Ecosystem,,,3500000,4
GRASS,grass,Artificial Intelligence (AI),,,3500000,2
MINA,mina-protocol,Blockchain,,,3500000,6
AVICI,avici,Infrastructure,,,3500000,1
SOPH,sophon,Modular Blockchain,,,3500000,4
MED,medibloc,Cosmos Ecosystem,,,3500000,2
NATIX,natix-network,DePIN,,,3500000,3
ASP,aspecta,Blockchain Service,,,3500000,1
P2P,sentinel,Cosmos Ecosystem,,,3500000,1
MASA,masa,Artificial Intelligence (AI),,,3500000,3
CTA,cross-the-ages,Gaming,,,3500000,2
AZUR,azuro-protocol,Gaming,,,3500000,3
SOMM,sommelier,DeFi,,,3500000,2
YUP,yup,Social,,,3500000,1
VISR,visor,,,,3500000,1
,violet,Blockchain Service,,,3500000,1
,sort,Blockchain Service,,,3500000,1
,stroom-network,DeFi,,,3500000,1
,ostium-labs,DeFi,,,3500000,2
,life-beyond-studios,Gaming,,,3500000,1
,stablr,Stablecoin,,,3500000,1
,mith,Social,,,3500000,1
,wynd-2,Infrastructure,,,3500000,1
,startale-labs,Infrastructure,,,3500000,2
,witness,Infrastructure,,,3500000,1
,zest-protocol-2,DeFi,,,3500000,1
,tread-fi,Infrastructure,,,3500000,1
,crunchdao,Artificial Intelligence (AI),,,3500000,2
,echelon,Lending Platform,,,3500000,1
,fountain-2,Infrastructure,,,3500000,1
,wingbits,Blockchain Service,,,3500000,2
,squidrouter,Blockchain Service,,,3500000,2
,eidon-ai,Infrastructure,,,3500000,1
,valantis,DEX,,,3500000,2
,inception,DeFi,,,3500000,1
,stable-sea,Finance,,,3500000,1
,the9-2,Gaming,,,3500000,2
,melee,DeFi,,,3500000,1
,0xbow,Blockchain Service,,,3500000,1
,hedgehog-markets-ico,,,,3500000,1
GLR,glory-finance-ico,,,,3500000,1
,yoz-ico,Web 3.0,,,3500000,1
DEBT,debt-dao-ico,,,,3500000,1
,quivr-ico,,,,3550000,1
FLX,flux-token,Protocol,,,3580000,3
AVAX,avalanche,Blockchain,,,3600000,7
GODS,gods-unchained,Gaming,,,3600000,2
Q,quack-ai,Infrastructure,,,3600000,1
SPS,splinterlands,Gaming,,,3600000,2
CNNS,cnns,Gate.io Launchpad,,,3600000,2
,labdao,Social,,,3600000,1
,roi,NFT,,,3600000,1
,freatic,Blockchain Service,,,3600000,1
,mogul,Blockchain Service,,,3600000,1
,polymer-labs,Blockchain,,,3600000,2
,kravata,Infrastructure,,,3600000,1
,c3-ico,,,,3600000,2
CVE,curvance-ico,,,,3600000,2
,rabbithole-ico,,,,3600000,2
,soulbound-ico,,,,3600000,2
ARB,arbitrum,Layer-2,,,3700000,3
PENDLE,pendle,DeFi,,,3700000,2
IRYS,irys,Infrastructure,,,3700000,3
VELVET,velvet,DeFAI,,,3700000,1
,airstack,Blockchain Service,,,3700000,3
,degame,Gaming,,,3700000,2
,firewall,Infrastructure,,,3700000,1
MFT,mainframe,DeFi,,,3710000,2
,degaming,Gaming,,,3720000,1
SWELL,swell-network,Liquid Staking Protocols,,,3750000,1
SAROS,saros-finance,DeFi,,,3750000,1
TCR,tracer-dao,Investment,,,3750000,2
,firstmate,NFT,,,3750000,1
,finisterra-labs,Infrastructure,,,3750000,1
,reflect-2,DeFi,,,3750000,1
,sensible,DeFi,,,3750000,1
,horizon-blockchain-game-ico,,,,3750000,4
SPFI,spin-ico,DeFi,,,3750000,1
GRAIL,camelot-token,DEX,,,3796461,1
DRIFT,drift-protocol,Perpetual,,,3800000,3
SQD,subsquid,Web 3.0,,,3800000,3
CRPT,crypterium,Finance,,,3800000,2
,boomfi,Blockchain Service,,,3800000,1
,raleon,Social,,,3800000,1
CAD,cadence-protocol,DeFi,,,3800000,1
,rise-2,Finance,,,3800000,2
INDX,cryptoindex,Index,,,3805000,1
SKM,skrumble-network,Social,,,3825000,4
,acctual,Web 3.0,,,3850000,1
MNW,morpheus-network,Infrastructure,,,3883347,2
,nectar-ai,Artificial Intelligence (AI),,,3900000,1
,fluid-protocol,DeFi,,,3900000,1
,magmadao,Liquid Staking Protocols,,,3900000,1
,neptune-protocol,DeFi,,,3900000,1
,daisy-2,Social,,,3900000,1
SXP,swipe,Wallet,,,3915000,2
MXC,mxc,IOT,,,3997450,2
ALGO,algorand,Blockchain,,,4000000,3
FF,falcon-stable,DEX,,,4000000,3
AVNT,avantis,Perpetual,,,4000000,2
LA,lagrange-labs,Infrastructure,,,4000000,2
CELR,celer-network,Layer-2,,,4000000,3
QKC,quark-chain,Blockchain,,,4000000,2
devve,devve,Blockchain,,,4000000,1
A8,ancient8,Layer-2,,,4000000,2
NCT,polyswarm,Cryptocurrency,,,4000000,3
CARV,carv,Gaming,,,4000000,3
SD,stader,Liquid Staking Protocols,,,4000000,4
CAMP,camp-network,Layer-2,,,4000000,2
PORTO,fc-porto,Fan Token,,,4000000,1
LAZIO,lazio-fan-token,Fan Token,,,4000000,1
TOKE,tokemak,Yield Farming,,,4000000,2
ALPINE,alpine-f1-team-fan-token,Fan Token,,,4000000,1
U,union,Infrastructure,,,4000000,2
BTR,bitlayer,Layer-2,,,4000000,4
UP,doubleup,Gambling,,,4000000,1
TANGO,contango,Perpetual,,,4000000,1
ULTI,ultiverse,Gaming,,,4000000,3
HANA,hana-network,Privacy Coin,,,4000000,1
ARCA,legend-of-arcadia,Gaming,,,4000000,1
BDXN,bondex,Web 3.0,,,4000000,2
STRD,stride,Liquid Staking Protocols,,,4000000,2
AA,arai,Gaming,,,4000000,1
GATA,aggregata,Artificial Intelligence (AI),,,4000000,1
TROY,troy,Big Data,,,4000000,2
ARGI,agridex,RWA (Real World Assets),,,4000000,2
MOZ,lumoz,Blockchain,,,4000000,2
DGRAM,datagram-network,Infrastructure,,,4000000,1
LOGX,logx,DEX,,,4000000,2
NEWO,new-order,DeFi,,,4000000,2
YULI,yuliverse,Gaming,,,4000000,1
BSX,bsx,Perpetual,,,4000000,1
BHAT,bhnetwork,,,,4000000,1
BLS,bloodloop,Gaming,,,4000000,1
BURGER,burger-swap,Yield Farming,,,4000000,1
PPT,pop-social,Social,,,4000000,1
DIN,din,Artificial Intelligence (AI),,,4000000,2
QASH,qash,CEX,,,4000000,4
WTC,waltonchain,IOT,,,4000000,1
CMK,credmark,,,,4000000,2
DVF,dvf,AMM,,,4000000,2
,vibe-2,NFT,,,4000000,1
,pyor,Big Data,,,4000000,1
,magic-2,Blockchain Service,,,4000000,3
KTC,ktx-finance,DEX,,,4000000,1
MNEMO,mnemonic,NFT,,,4000000,2
,concordia,DeFi,,,4000000,1
,superstate,DeFi,,,4000000,2
,narval,Wallet,,,4000000,1
,hypelab,Advertising,,,4000000,1
,node40,Blockchain Service,,,4000000,2
SAIL,clipper,Governance,,,4000000,2
,afterparty,Social,,,4000000,2
,beluga,Social,,,4000000,1
,triplea,Finance,,,4000000,2
,authentickator,Blockchain Service,,,4000000,1
,claim-2,Social,,,4000000,1
NTGL,entangle,Protocol,,,4000000,1
,helika,Blockchain Service,,,4000000,2
,ox-fun,DeFi,,,4000000,1
,blockus,Gaming,,,4000000,1
,oneness,Blockchain,,,4000000,1
,othentic,Infrastructure,,,4000000,1
,lazybear,CEX,,,4000000,1
,chainml,Artificial Intelligence (AI),,,4000000,2
,polymarket,DeFi,,,4000000,5
,parasail,DeFi,,,4000000,1
,recrd,Social,,,4000000,1
,kintsu,DeFi,,,4000000,1
,tonx-2,Blockchain Service,,,4000000,1
,digihost,Infrastructure,,,4000000,2
,stork,Blockchain Service,,,4000000,1
,blocksense-network,Infrastructure,,,4000000,1
OCT,octra,Infrastructure,,,4000000,2
,meridian,DeFi,,,4000000,1
,meshmap,Blockchain Service,,,4000000,1
,drop-protocol,DeFi,,,4000000,1
,termina,Infrastructure,,,4000000,1
,fiamma,Infrastructure,,,4000000,1
,kettle-finance,RWA (Real World Assets),,,4000000,1
,zkcandy,Layer-2,,,4000000,1
GG,goat-gaming,Gaming,,,4000000,1
,zengo,Wallet,,,4000000,2
,mirai-labs,Infrastructure,,,4000000,1
,acre-2,DeFi,,,4000000,1
,bitwise,Finance,,,4000000,4
,templar-protocol,DeFi,,,4000000,1
,glider,DeFi,,,4000000,1
,goquant,Blockchain Service,,,4000000,1
,vinanz,Finance,,,4000000,1
,oncade,Gaming,,,4000000,1
,hashpower,Infrastructure,,,4000000,1
,uptopia,Gaming,,,4000000,1
,usd-ai,DeFi,,,4000000,2
,loop-crypto,Infrastructure,,,4000000,1
,senpi,DeFi,,,4000000,1
,nexton-2,DeFi,,,4000000,1
,altura-2,Yield Aggregator,,,4000000,1
,nft-genius-ico,,,,4000000,2
,chaos-labs-ico,,,,4000000,3
,metag3ncy-ico,,,,4000000,1
TAP,tapio-protocol-ico,,,,4000000,1
,snapshot-ico,,,,4000000,1
SZNS,szns-ico,,,,4000000,1
,echo3d-ico,,,,4000000,2
SPICE,arrakis-ico,,,,4000000,1
DX,dxchain,Big Data,,,4004000,2
LFT,lend-flare-dao-token,DAO,,,4090500,1
EDGE,definitive,DeFi,,,4100000,1
PRCL,parcl,RWA (Real World Assets),,,4100000,2
LOC,lockchain,Travel,,,4100000,1
,volta-circuit,Blockchain Service,,,4100000,1
,rover,DeFi,,,4100000,1
SOLDEX,solanex-ai,DEX,,,4101000,1
SOSO,sosovalue,Blockchain Service,,,4150000,2
ICP,internet-computer,Blockchain,,,4200000,3
GMT,stepn,Move To Earn,,,4200000,2
ENSO,enso,Blockchain Service,,,4200000,2
NKN,nkn,Blockchain Service,,,4200000,3
MTV,multivac,Kucoin Launchpad,,,4200000,3
,catalyst-2,DeFi,,,4200000,1
,fedi,Infrastructure,,,4200000,2
,blocktorch,Blockchain Service,,,4200000,1
,hourglass-2,DeFi,,,4200000,1
Light,light-protocol,Solana Ecosystem,,,4200000,1
,trlab,NFT,,,4200000,2
,baton,Social,,,4200000,1
,praxis,Artificial Intelligence (AI),,,4200000,2
,hata,Finance,,,4200000,1
,stackup,Infrastructure,,,4200000,1
,o1-exchange,DEX,,,4200000,1
,nifty-apes-ico,,,,4200000,1
,metaversego-ico,,,,4200000,1
,gateway-ico,,,,4200000,1
,brahma,DeFi,,,4210000,1
,term-structure,DeFi,,,4250000,1
,fantasy-top,Gaming,,,4250000,1
,allium,Blockchain Service,,,4250000,2
PLAI,play-ai,Infrastructure,,,4300000,1
FJO,fjord-foundry,DeFi,,,4300000,1
,antimetal,Blockchain Service,,,4300000,1
,alluvial,DeFi,,,4300000,3
,olympix,Blockchain Service,,,4300000,1
,legitimate,NFT,,,4300000,1
,roxom,DeFi,,,4300000,2
BLUE,bluefin,DEX,,,4350000,3
JPYC,jpy-coin,Stablecoin,,,4400000,1
,nft-oasis-ico,,,,4400000,1
,element-finance-ico,,,,4400000,2
,cardinal-ico,,,,4400000,1
UNLK,unlockd-ico,,,,4400000,1
FOREX,handle-fi,Lending Platform,,,4410000,1
MMT,momentum-3,DEX,,,4500000,3
BEL,bella-protocol,DeFi,,,4500000,1
MC,merit-circle,Gaming,,,4500000,2
SOAR,soarchain,DePIN,,,4500000,1
ART,live-art-x,NFT,,,4500000,1
ASI,sender-ai,Artificial Intelligence (AI),,,4500000,1
DOPE,dopamine,DeFi,,,4500000,1
TRI,trisolaris,DEX,,,4500000,1
LSD,pontem-liquidswap,Aptos Ecosystem,,,4500000,2
GYFI,gyroscope,Stablecoin Issuer,,,4500000,1
,demox-labs,Wallet,,,4500000,1
,poko,Web 3.0,,,4500000,1
,parallax-2,Finance,,,4500000,1
,panoptic,DeFi,,,4500000,2
,glif,DeFi,,,4500000,1
,inco-network,Blockchain,,,4500000,2
,karma3-labs,Blockchain Service,,,4500000,1
,blackwing,DeFi,,,4500000,1
,nebra,Infrastructure,,,4500000,1
,supervillain-labs,Gaming,,,4500000,1
ZKX,zkx,DeFi,,,4500000,2
,idos,Blockchain Service,,,4500000,1
AMBT,ambit-finance,,,,4500000,1
,pexx,Blockchain Service,,,4500000,1
,breakout-3,Finance,,,4500000,1
,paravox,Gaming,,,4500000,1
,phylax,Blockchain Service,,,4500000,1
,openorigins,Infrastructure,,,4500000,1
,oh,Blockchain Service,,,4500000,1
,breez,Blockchain Service,,,4500000,2
,flashnet,DEX,,,4500000,1
,raise,Blockchain Service,,,4500000,6
,spot-zero,Gaming,,,4500000,1
,rekord-ag,Blockchain Service,,,4500000,1
SPLD,splendor,Blockchain,,,4500000,1
,credit-coop,DeFi,,,4500000,1
,coop-records,Music,,,4500000,1
,tesser,Blockchain Service,,,4500000,1
,huddle01-ico,,,,4500000,1
,sesame-labs-ico,,,,4500000,1
,luabase-ico,,,,4500000,1
,tribute-brand-ico,,,,4500000,1
,swaap-ico,DeFi,,,4500000,1
,solanafm-ico,,,,4500000,1
HLTHY,health-hero-ico,,,,4500000,1
,fair-xyz-ico,,,,4500000,1
,dedge-security,Blockchain Service,,,4560000,1
MTC,medical-token-currency,Healthcare,,,4592760,2
HELLO,hello-labs,Gaming,,,4600000,1
,deform,Social,,,4600000,1
,opencover,DeFi,,,4600000,1
,createsafe,Music,,,4600000,1
,agio-rating,Big Data,,,4600000,2
,lockchain-ai,Blockchain Service,,,4600000,2
,chainbound,Infrastructure,,,4600000,1
,stokr,Finance,,,4600000,2
H1,haven1,Blockchain,,,4600000,1
,hellotrade,DeFi,,,4600000,1
AIR,altair,,,,4678974,1
ZKL,zklink,Multi-Chain Platform,,,4687500,3
HBAR,hedera-hashgraph,Blockchain,,,4700000,4
OXT,orchid-protocol,xDAI Ecosystem,,,4700000,3
DELABS,delabs-games,Gaming,,,4700000,2
DINO,dinoswap,DeFi,,,4700000,1
,rumi,Infrastructure,,,4700000,1
,opolis,Social,,,4750000,2
SSS,starsharks,Gaming,,,4800000,1
AXIS,axis-defi,,,,4800000,2
REN,republic-protocol,DeFi,,,4825000,2
,gleen-ai,Blockchain Service,,,4900000,1
,honeycoin,Finance,,,4900000,1
,asset-reality-ico,,,,4910000,1
SEI,sei-network,Blockchain,,,5000000,3
MYX,myx-finance,Perpetual,,,5000000,2
SOON,soon,Blockchain Service,,,5000000,2
MOCA,mocaverse,NFT,,,5000000,4
SOLO,solo-coin,Finance,,,5000000,2
ONE,harmony,Blockchain,,,5000000,2
STG,stargate-finance,DeFi,,,5000000,2
DBR,debridge,Bridge Token,,,5000000,2
ORDER,orderly-network,Perpetual,,,5000000,2
SAPIEN,sapien-2,Big Data,,,5000000,2
JOE,joe,DeFi,,,5000000,1
ZBT,zerobase,Zero Knowledge,,,5000000,1
IKA,ika,Infrastructure,,,5000000,1
ZEX,zeta-markets,DeFi,,,5000000,2
NEON,neon,Layer-2,,,5000000,2
GTC,gitcoin,Infrastructure,,,5000000,2
EDEN,openeden,RWA (Real World Assets),,,5000000,1
TAC,tac,Blockchain,,,5000000,2
ARIA,aria,Gaming,,,5000000,1
SPA,sperax,Stablecoin Issuer,,,5000000,2
GAIB,gaib,Infrastructure,,,5000000,2
DUCK,duckchain,Layer-2,,,5000000,1
EAT,375ai,Infrastructure,,,5000000,2
LADYS,milady-meme-coin,Meme,,,5000000,1
UXLINK,uxlink,Social,,,5000000,2
CLV,clover-finance,Wallet,,,5000000,6
NODE,nodeops,Infrastructure,,,5000000,1
LFT,lifeform,Blockchain Service,,,5000000,1
BLUM,blum,DeFi,,,5000000,1
MINT,mint,Layer-2,,,5000000,1
ANGLE,angle-protocol,Protocol,,,5000000,1
DETO,delta-exchange-token,,,,5000000,1
GGP,gogopool,DeFi,,,5000000,1
FLK,fleek,AI Agents,,,5000000,3
,fxhash,NFT,,,5000000,1
ANLOG,analog,Infrastructure,,,5000000,3
MILK,milkyway-2,DeFi,,,5000000,1
SHD,shade-protocol,Privacy Coin,,,5000000,1
MDAO,marsdao,DAO,,,5000000,2
FRAG,fragmetric,Liquid Restaking Tokens (LRTs),,,5000000,2
CAS,cashaa,,,,5000000,2
VDA,verida,AI Agents,,,5000000,1
KIP,kip-protocol,Infrastructure,,,5000000,1
EXO,exotic-markets,Oracle,,,5000000,1
MAK,metacene,Gaming,,,5000000,2
DFX,dfx-finance,Governance,,,5000000,1
RBW,rbw,Gaming,,,5000000,3
WELL,well3,DePIN,,,5000000,1
DG,decentral-games,Gambling,,,5000000,1
TRALA,trala,Gaming,,,5000000,1
TULIP,solfarm,Solana Ecosystem,,,5000000,1
PRT,parrot-protocol,Lending Platform,,,5000000,3
NOCK,nockchain,Zero Knowledge,,,5000000,1
BNRY,binary-holdings,Optimism Ecosystem,,,5000000,1
GOATED,goat-network,Layer-2,,,5000000,1
CUDIS,cudis,Blockchain Service,,,5000000,1
KYO,kyo,DEX,,,5000000,1
BRRR,burrow,Lending Platform,,,5000000,1
PRY,perpy-finance,Perpetual,,,5000000,1
Odsy,odsy-network,Infrastructure,,,5000000,2
,collectibles,NFT,,,5000000,1
Sound.xyz,sound-xyz,Music,,,5000000,2
,silent-protocol,DeFi,,,5000000,1
,parcha,Artificial Intelligence (AI),,,5000000,1
,xverse-wallet,Blockchain Service,,,5000000,1
,irreverent-labs,Artificial Intelligence (AI),,,5000000,2
D3,d3-2,Blockchain Service,,,5000000,2
,fwx-finance,Derivatives,,,5000000,1
TSUGT,captain-tsubasa,Gaming,,,5000000,1
Satsuma,satsuma,Blockchain Service,,,5000000,3
,parafinance,DeFi,,,5000000,1
,virgocx,CEX,,,5000000,1
,shardbound,Gaming,,,5000000,1
,sleek,Social,,,5000000,1
STR,setter,Social,,,5000000,1
,sindri,Infrastructure,,,5000000,1
,rhinestone,Blockchain Service,,,5000000,1
,kiln,Finance,,,5000000,3
,yogapetz,Social,,,5000000,1
,architect,DeFi,,,5000000,2
,cosmology,Infrastructure,,,5000000,1
,snowseed,NFT,,,5000000,1
MCG,metalcore,Gaming,,,5000000,2
,d2x,Finance,,,5000000,2
,soai,Social,,,5000000,1
,today,Gaming,,,5000000,1
HIP,gameta,Play to Earn,,,5000000,1
,agora-3,Blockchain Service,,,5000000,1
,baxus,Social,,,5000000,1
,shadow-war,Gaming,,,5000000,1
,arch-network,Infrastructure,,,5000000,3
,elfi-protocol,DeFi,,,5000000,1
MUA,mua-dao,Gaming,,,5000000,1
,opensocial,Social,,,5000000,2
,scrypt-digital,Finance,,,5000000,1
MTK,metatoken,Gambling,,,5000000,1
QUILL,ink-finance,Blockchain Service,,,5000000,1
,gudchain,Gaming,,,5000000,1
,mamori,Blockchain Service,,,5000000,1
GOLD,swords-dungeons,Gaming,,,5000000,1
,icebreaker,Blockchain Service,,,5000000,1
,opinion-labs,Predictions,,,5000000,1
,onebalance,Infrastructure,,,5000000,2
,aminochain,Infrastructure,,,5000000,1
,berkeley-compute,DeFi,,,5000000,1
,multipli,DeFi,,,5000000,1
,a-world,Gaming,,,5000000,1
,ennoventure,Infrastructure,,,5000000,2
,openlayer,Blockchain Service,,,5000000,1
,sphere-2,Blockchain Service,,,5000000,1
,vest-exchange,DEX,,,5000000,1
,jan3,Blockchain Service,,,5000000,2
,earnos,Advertising,,,5000000,1
,hashnote,Finance,,,5000000,1
,keplr,Wallet,,,5000000,1
,prodigy-fi,DeFi,,,5000000,1
,imua,Blockchain,,,5000000,1
,hibachi,DeFi,,,5000000,1
,hibit,Blockchain,,,5000000,1
,mahojin,Blockchain Service,,,5000000,1
,neutrl,DeFi,,,5000000,1
,doppel,Blockchain Service,,,5000000,4
UTY,xsy,DeFi,,,5000000,1
,voya-games,Gaming,,,5000000,1
,pact-swap,DEX,,,5000000,1
,topl,Layer-2,,,5000000,2
,yield-xyz,DeFi,,,5000000,2
,spekter-games,Gaming,,,5000000,1
,jarsy,Investment,,,5000000,1
,liquifi,Blockchain Service,,,5000000,1
,remix,Gaming,,,5000000,1
,xmtp,Social,,,5000000,3
,mercurity-fintech,Infrastructure,,,5000000,4
,data-guardians-network,Blockchain Service,,,5000000,1
,lightnet,Infrastructure,,,5000000,4
,lo-tech,Finance,,,5000000,1
,koah,Advertising,,,5000000,1
,desyn-protocol,DeFi,,,5000000,1
,zerohash,Blockchain Service,,,5000000,5
,share-3,Social,,,5000000,1
,temple-2,Finance,,,5000000,1
,tbook,Blockchain Service,,,5000000,1
,zynk,Blockchain Service,,,5000000,1
,axis,DeFi,,,5000000,1
,pye-finance,DeFi,,,5000000,1
,tokenproof-ico,,,,5000000,1
,golden-ico,,,,5000000,3
,ultimate-ico,,,,5000000,2
,intmax-ico,Blockchain,,,5000000,1
,secure3-ico,,,,5000000,1
,security-token-market-ico,,,,5000000,1
,meow-ico,,,,5000000,2
,metagood-ico,,,,5000000,1
,curios-ico,,,,5000000,1
,thirdweb-ico,x402 Ecosystem,,,5000000,2
,koop-ico,,,,5000000,1
COFI,coinfi,,,,5010000,1
LYM,lympo,Healthcare,,,5020850,2
,superfluid,DeFi,,,5100000,2
,flint,DeFi,,,5100000,1
,essential,Blockchain Service,,,5150000,2
SUSHI,sushi,DEX,,,5200000,1
YND,yieldnest,DeFi,,,5200000,1
,hushmesh,Infrastructure,,,5200000,1
,pave-bank,Finance,,,5200000,2
,flood,DeFi,,,5200000,1
CBL,credbull,Lending Platform,,,5200000,1
,fermah,Zero Knowledge,,,5200000,1
,3jane,DeFi,,,5200000,1
,hyperbeat,DeFi,,,5200000,1
,satschel,Blockchain Service,,,5200000,2
,sprinter,Infrastructure,,,5200000,1
,claystack-ico,,,,5200000,1
,sense-finance-ico,,,,5200000,1
,block-earner-ico,,,,5200000,2
INX,inx-token-2,CEX,,,5250000,1
,salto-x-ico,,,,5290000,1
ETHFI,ether-fi,Liquid Staking Protocols,,,5300000,2
KAITO,kaito,Artificial Intelligence (AI),,,5300000,2
BABY,babylon,Blockchain,,,5300000,3
REP,augur,Predictions,,,5300000,1
