project_name,project_slug,fund_name,amount_usd,stage,date,category,market_cap,project_roi
KiloEx,kiloex,Binance Labs,,Funding Round,1691107200000,DEX,2400000.0,
Kinza Finance,kinza,Binance Labs,,Funding Round,1691107200000,DeFi,,
zkPass,zkpass,Binance Labs,2500000,Seed Round,1691020800000,Blockchain Service,,
Radiant Capital,radiant-capital,Binance Labs,10000000,Funding Round,1689811200000,DeFi,13980000.0,1.40
Xterio,xterio,Binance Labs,15000000,Funding Round,1689120000000,Gaming,5210000.0,0.35
DIN,din,Binance Labs,4000000,Seed Round,1688515200000,Artificial Intelligence (AI),,
Mind Network,mind-network,Binance Labs,2500000,Seed Round,1687996800000,Blockchain Service,56410000.0,22.56
Maverick Protocol,maverick-protocol,Binance Labs,9000000,Funding Round,1687305600000,DEX,23750000.0,0.91
Neutron,neutron-2,Binance Labs,10000000,Seed Round,1687305600000,Infrastructure,18500000.0,1.85
Kryptoskatt,kryptoskatt,Binance Labs,,Funding Round,1687219200000,DeFi,,
DappOS,dappos,Binance Labs,,Funding Round,1687219200000,Blockchain Service,,
Fusionist,fusionist,Binance Labs,6600000,Seed Round,1685577600000,Gaming,20560000.0,3.12
Tabi,tabi,Binance Labs,10000000,Angel,1683676800000,Modular Blockchain,,
Playbux,playbux,Binance Labs,2000000,Seed Round,1682035200000,Social,,
Gomble,gomble-games,Binance Labs,,Seed Round,1680307200000,Gaming,2570000.0,
Gameta,gameta,Binance Labs,5000000,Seed Round,1680307200000,Play to Earn,,
Polyhedra Network,polyhedra-network,Binance Labs,10000000,Strategic Round,1676937600000,Zero Knowledge,17680000.0,0.59
Swan Chain,swan-chain,Binance Labs,3000000,Funding Round,1673827200000,DePIN,,
TopGoal,topgoal,Binance Labs,,Private Sale,1672444800000,Gaming,,
GoPlus,goplus,Binance Labs,,Private Round 2,1670457600000,Blockchain Service,18440000.0,
Ambit Finance,ambit-finance,Binance Labs,4500000,Strategic Investment,1669939200000,,,
Paragraph,paragraph-ico,Binance Labs,1700000,Pre-seed,1666569600000,,,
Velvet,velvet,Binance Labs,,Accelerator Program,1664841600000,DeFAI,29380000.0,
Bitquery,bitquery-2-ico,Binance Labs,8500000,Seed Round,1664236800000,,,
Salus Security,salus-security,Binance Labs,,Seed Round,1663545600000,Blockchain Service,,
Aptos,aptos,Binance Labs,,Strategic Round,1663200000000,Blockchain,1270000000.0,2.82
MystenLabs,mystenlabs-ico,Binance Labs,300000000,Series B Round,1662595200000,,,
Sui,sui,Binance Labs,300000000,Series B,1661990400000,Blockchain,5810000000.0,4.70
Space ID,space-id,Binance Labs,,Seed Round,1661990400000,Blockchain Service,89500000.0,8.95
Hooked Protocol,hooked-protocol,Binance Labs,6000000,Private Sale,1661990400000,Gaming,11010000.0,1.83
Sender AI,sender-ai,Binance Labs,4500000,Private Round,1661990400000,Artificial Intelligence (AI),,
Ankr,ankr,Binance Labs,,Strategic Round,1660176000000,DePIN,74640000.0,9.05
Lifeform,lifeform,Binance Labs,,Funding Round,1659312000000,Blockchain Service,3810000.0,
Mask Network,mask-network,Binance Labs,42000000,Funding Round,1657065600000,Social,61480000.0,1.44
Magic Square,magic-square,Binance Labs,3900000,Private Round 1,1656669600000,Web 3.0,,
Planetarium Labs,planetarium-labs-ico,Binance Labs,32000000,Series A Round,1656633600000,,,
PancakeSwap,pancakeswap-token,Binance Labs,,Strategic Round,1654473600000,DEX,763090000.0,
APX,apollox-2,Binance Labs,,Seed Round,1654041600000,CEX,9140000.0,
Tatsumeeko,tatsumeeko-ico,Binance Labs,7500000,Seed Round,1654041600000,,,
Zecrey Labs,zecrey-labs,Binance Labs,6000000,Strategic Round,1652745600000,Blockchain,,
pSTAKE,pstake,Binance Labs,,Strategic Round,1652140800000,Liquid Staking Protocols,2410000.0,
grindery,grindery,Binance Labs,280000,Pre-seed,1651708800000,Wallet,,
Nulink,nulink-2,Binance Labs,,Incubation Program,1651708800000,Zero Knowledge,,
Reveel,reveel,Binance Labs,1300000,Pre-seed,1651708800000,Blockchain Service,,
Beam,beam,Binance Labs,,Funding Round,1649808000000,Gaming,158440000.0,
Merit Circle,merit-circle,Binance Labs,,Funding Round,1649808000000,Gaming,,
Community Gaming,community-gaming,Binance Labs,16000000,Series A,1649289600000,Gaming,,
Axie Infinity,axie-infinity,Binance Labs,150000000,Funding Round,1648771200000,Gaming,172280000.0,0.38
LayerZero,layerzero,Binance Labs,135000000,Series A,1648598400000,Blockchain Service,290770000.0,1.48
Ultiverse,ultiverse,Binance Labs,5000000,Funding Round,1648166400000,Gaming,4600000.0,0.92
Tea,tea,Binance Labs,8000000,Seed Round,1647993600000,Blockchain Service,,
Treehouse,treehouse,Binance Labs,18000000,Seed Round,1647388800000,Liquid Staking Tokens (LSTs),18480000.0,0.51
LiveArtX,live-art-x,Binance Labs,4500000,Funding Round,1647302400000,NFT,,
Symbiosis,symbiosis-finance,Binance Labs,,Strategic Investment,1645142400000,Protocol,5360000.0,
Manta Network,manta-network,Binance Labs,,Venture Round,1645099200000,Blockchain,38450000.0,1.47
Automata,automata,Binance Labs,,Strategic Investment,1644537600000,Blockchain Service,17510000.0,17.51
GAMEE,gamee,Binance Labs,1500000,Equity Funding,1643673600000,Gaming,3450000.0,2.30
GMT,stepn,Binance Labs,5000000,Private Sale,1642636800000,Move To Earn,52150000.0,10.43
Wrapped NCG,wrapped-ncg,Binance Labs,,Strategic Investment,1642118400000,Wrapped Token,2440000.0,0.94
BBS Network,bbs-network,Binance Labs,550000,IDO on DAO Maker,1641340800000,NFT,,
CryptoSlam,cryptoslam,Binance Labs,9000000,Seed Round,1641340800000,Blockchain Service,,
WOO,woo-network,Binance Labs,12000000,Series A+,1640995200000,CEX,50600000.0,4.22
Solv Protocol,solv-protocol,Binance Labs,,Strategic Round,1640995200000,DeFi,22640000.0,
Heroes of Mavia,heroes-of-mavia,Binance Labs,5500000,Seed Round,1640995200000,Gaming,2720000.0,0.49
Bird.Money,bird-money,Binance Labs,239978,Pre-Sale,1640908800000,Oracle,,
Cosmic Guild,cosmic-guild-ico,Binance Labs,1500000,Seed Round,1640217600000,,,
Multichain,multichain,Binance Labs,60000000,Venture Round,1640044800000,Web 3.0,5230000.0,0.09
Galxe,project-galaxy,Binance Labs,10000000,Growth Backer Round 1,1638316800000,NFT,49210000.0,2.46
Gravity (prev. GAL),gravity-3,Binance Labs,10000000,Backers,1638316800000,Ethereum Ecosystem,42500000.0,2.12
League of Kingdoms,league-of-kingdoms,Binance Labs,3100000,Private Sale,1638316800000,Gaming,1220000.0,0.20
Melos Studio,melos-studio,Binance Labs,,Strategic Round,1638316800000,Music,,
Elfin Metaverse,elfin-metaverse,Binance Labs,5250000,Private Round 2,1638316800000,Gaming,,
Mythos,mythos,Binance Labs,150000000,Series C,1635984000000,Gaming,19190000.0,0.10
Mythical Games,mythical-games,Binance Labs,150000000,Series C,1635984000000,Gaming,,
SecondLive,secondlive,Binance Labs,,Seed Round,1635811200000,Metaverse,,
Mobox,mobox,Binance Labs,,Strategic Round,1635724800000,Gaming,16880000.0,
Dora Factory,dora-factory-2,Binance Labs,8000000,Strategic Investment,1635724800000,Infrastructure,5490000.0,0.69
Avocado DAO,avaocado-dao,Binance Labs,18000000,Series A,1635724800000,Gaming,,
Wombat Exchange,wombat-exchange,Binance Labs,,Seed Round,1635724800000,PancakeSwap IDO,,
Numbers Protocol,numbers-protocol,Binance Labs,5253750,Private Sale,1633046400000,Media,5470000.0,1.04
Voxies,voxies,Binance Labs,,Private Round,1633046400000,Gaming,4990000.0,
Biswap,biswap,Binance Labs,,Strategic Round,1633046400000,DEX,2230000.0,
StarSharks,starsharks,Binance Labs,,Angel Round,1633046400000,Gaming,,
Highstreet,highstreet,Binance Labs,9852000,Private Round,1630454400000,Gaming,18590000.0,1.89
Cere Network,cere-network,Binance Labs,31000000,Funding Round,1630454400000,Big Data,2470000.0,0.08
OpenLeverage,openleverage,Binance Labs,1800000,Private Round,1626134400000,DeFi,,
Gala,gala,Binance Labs,100000000,Funding Round,1625097600000,BNB Chain Ecosystem,339390000.0,3.39
Biconomy,biconomy,Binance Labs,9000000,Private Round,1625097600000,DeFi,50440000.0,5.60
Tranchess,tranchess,Binance Labs,1500000,Seed Round,1622505600000,Liquid Staking Protocols,6010000.0,4.01
OpenOcean,openocean,Binance Labs,1718000,Private Round,1622505600000,DeFi,1390000.0,0.40
Copycat Finance,copycat-finance,Binance Labs,,Binance Labs Seed Investment,1622505600000,,,
Pancake Bunny,pancake-bunny,Binance Labs,1600000,Seed Round,1618272000000,DeFi,,
Injective,injective-protocol,Binance Labs,10000000,Funding Round,1617235200000,Blockchain,541840000.0,7.74
Alchemix,alchemix,Binance Labs,4900000,Private Round,1615680000000,Lending Platform,23260000.0,2.37
Celestia,celestia,Binance Labs,1500000,Seed Round,1614556800000,Modular Blockchain,496030000.0,1.86
Moonbeam,moonbeam,Binance Labs,6000000,Strategic Round,1614556800000,Blockchain,31310000.0,5.22
Push Protocol,ethereum-push-notification-service,Binance Labs,660000,Extended Seed Round,1614556800000,Infrastructure,1090000.0,0.09
Astar,astar,Binance Labs,2400000,Venture Round 1,1612828800000,Layer-2,101660000.0,4.17
Covalent Query Token,covalent,Binance Labs,2585937,Private Round 2,1612137600000,Artificial Intelligence (AI),,
Quad Terminal,quadency,Binance Labs,100000,Seed,1612137600000,DeFi,,
MATH,math,Binance Labs,12000000,Series B,1608163200000,Wallet,4980000.0,0.25
Marlin,marlin,Binance Labs,3000000,Private Round,1604188800000,Infrastructure,35590000.0,5.93
Audius,audius,Binance Labs,1250000,Funding Round,1603411200000,NFT,45960000.0,3.55
Seascape Crowns,crowns,Binance Labs,272000,Strategic Round,1601510400000,Gaming,,
Axelar,axelar,Binance Labs,3750000,Seed Round,1598918400000,Infrastructure,135000000.0,2.26
DODO,dodo,Binance Labs,5000000,Private Sale,1598918400000,DeFi,14950000.0,1.00
Bella Protocol,bella-protocol,Binance Labs,4500000,Private Round,1597708800000,DeFi,10980000.0,2.44
1INCH,1inch,Binance Labs,2800000,Seed,1597104000000,DEX,238040000.0,16.08
HOPR,hopr,Binance Labs,1000000,Seed,1593561600000,Privacy Coin,10360000.0,10.36
Tokocrypto,tokocrypto,Binance Labs,500000,Private Sale,1588291200000,CEX,15650000.0,31.30
WazirX,wazirx,Binance Labs,900000,Private Sale,1577836800000,CEX,26350000.0,29.28
FTX Token,ftx-token,Binance Labs,,Corporate Round,1575158400000,CEX,204670000.0,0.12
FIO Protocol,fio-protocol,Binance Labs,5700000,Series A,1567641600000,Protocol,9730000.0,1.71
Solar,swipe,Binance Labs,3915000,Private Round,1564617600000,Wallet,45170000.0,11.54
TROY,troy,Binance Labs,8400000,Private Sale,1564617600000,Big Data,,
Web3Auth,web3auth,Binance Labs,2000000,Seed Round,1562630400000,Web 3.0,,
MultiversX,multivers-x,Binance Labs,1900000,Private Sale,1558377960000,Blockchain,219230000.0,57.69
Nym,nym,Binance Labs,2500000,Pre-seed,1556668800000,Privacy Coin,40510000.0,1.47
PhishFort,phishfort,Binance Labs,,Investment Round,1556496000000,,,
Harmony,harmony,Binance Labs,18345600,Seed,1554076800000,Blockchain,55790000.0,3.04
Tellor Tributes,tellor,Binance Labs,250000,Seed Round,1551398400000,Oracle,57430000.0,143.57
Dusk,dusk-network,Binance Labs,8075557,Private Sale,1533081600000,Privacy Coin,21910000.0,2.71
Trust Wallet Token,trust-wallet-token,Binance Labs,,Venture Round,1532995200000,Wallet,424400000.0,
Perpetual Protocol,perpetual-protocol,Binance Labs,500000,Seed,1530403200000,Perpetual,6600000.0,2.87
Chiliz,chiliz,Binance Labs,65000000,Private Sale,1527811200000,Blockchain,327260000.0,2.52
Oasis,oasis-network,Binance Labs,45000000,Backers,1526688000000,Blockchain,92900000.0,0.34
MobileCoin,mobilecoin,Binance Labs,30000000,Seed Round,1519862400000,Privacy Coin,37200000.0,0.62
Contentos,contentos,Binance Labs,14250000,Strategic Round,1519862400000,Media,7020000.0,0.49
Kyber Network Crystal,kyber-network-crystal,Binance Labs,27132035,Private Round,1501545600000,DeFi,44000000.0,1.62
Cartesi,cartesi,Binance Labs,100000,Seed Round,1501545600000,Oracle,33119999.999999996,331.20
Plasma,xpl,Cobie,20500000,Funding Round,1739404800000,Blockchain,298980000.0,7.29
OneBalance,onebalance,Cobie,5000000,Angel,1724630400000,Infrastructure,,
MegaETH (Pre-Market),megaeth,Cobie,20000000,Seed Round,1719446400000,Layer-2,,
Fortunafi,fortunafi,Cobie,9560000,Strategic Round,1716940800000,DeFi,,
Shogun,shogun,Cobie,6900000,Seed Round,1715731200000,DeFi,,
Ethena,ethena-labs,Cobie,14000000,Seed Extension Round,1708041600000,DeFi,1930000000.0,8.46
Monad,monad,Cobie,19000000,Seed Round,1675209600000,Blockchain,281490000.0,0.60
Size,size-ico,Cobie,6000000,Seed Round,1651363200000,,,
CoW Protocol,cow-protocol,Cobie,23000000,Private Round,1648512000000,DEX,105440000.0,2.29
Gearbox Protocol,gearbox-protocol,Cobie,2300000,SAFT,1619827200000,Lending Platform,14950000.0,2.17
RockSolid Network,rocksolid-network,Ideo Colab Ventures,2800000,Pre-seed,1758758400000,DeFi,,
Yup,yup,Ideo Colab Ventures,,Funding Round,1721779200000,Social,,
Enso,enso,Ideo Colab Ventures,4200000,Funding Round,1719273600000,Blockchain Service,14280000.0,1.01
Karma3 Labs,karma3-labs,Ideo Colab Ventures,4500000,Seed Round,1709251200000,Blockchain Service,,
Acctual,acctual,Ideo Colab Ventures,3850000,Funding Round,1701270000000,Web 3.0,,
Lens Chain,lens-chain,Ideo Colab Ventures,15000000,Funding Round,1686182400000,Blockchain Service,,
Blocktorch,blocktorch,Ideo Colab Ventures,4200000,Seed Round,1683590400000,Blockchain Service,,
Antimetal,antimetal,Ideo Colab Ventures,4300000,Seed Round,1683504000000,Blockchain Service,,
Unlockd,unlockd-ico,Ideo Colab Ventures,4400000,Seed Round,1659312000000,,,
Socket,socket,Ideo Colab Ventures,2000000,Pre-seed,1658361600000,Infrastructure,,
Must,must,Ideo Colab Ventures,10000000,Seed Round,1651708800000,NFT,,
Archway,archway,Ideo Colab Ventures,21000000,Private Sale,1648080000000,Cosmos Ecosystem,1470000.0,0.04
Neon,neon,Ideo Colab Ventures,40000000,Early Purchasers,1635724800000,Layer-2,16309999.999999998,0.41
Immunefi,immunefi,Ideo Colab Ventures,5500000,Seed Round,1635206400000,Blockchain Service,,
THORChain,thorchain,Ideo Colab Ventures,3750000,Equity Funding,1633046400000,DeFi,234770000.0,43.80
THORSwap,thorswap,Ideo Colab Ventures,3750000,Private Round,1633046400000,DEX,12680000.0,3.38
Forta,forta,Ideo Colab Ventures,23000000,Venture Round,1632960000000,Blockchain Service,14230000.0,0.31
Gelato,gelato,Ideo Colab Ventures,11000000,Series A,1630454400000,Blockchain Service,4050000.0,0.37
Wrapped NCG,wrapped-ncg,Ideo Colab Ventures,2600000,Strategic Round,1629205200000,Wrapped Token,2440000.0,0.94
Syndicate,syndicate-3,Ideo Colab Ventures,20000000,Series A Round,1627776000000,Infrastructure,45110000.0,0.75
Artificial Liquid Intelligence,alethea-artificial-liquid-intelligence-token,Ideo Colab Ventures,16000000,Private Round,1627776000000,NFT,23460000.0,0.53
XMTP,xmtp,Ideo Colab Ventures,20000000,Series A Round,1627776000000,Social,,
4K,4k-ico,Ideo Colab Ventures,3000000,Seed Round,1625097600000,,,
UX Chain,umee,Ideo Colab Ventures,6300000,Seed Round,1622505600000,DeFi,,
Thorstarter,thorstarter,Ideo Colab Ventures,1500000,Private Round,1622505600000,Launchpad,,
Coinvise,coinvise-ico,Ideo Colab Ventures,2500000,Seed Round,1622505600000,,,
Commonwealth,commonwealth-ico,Ideo Colab Ventures,3200000,Seed Round,1619827200000,,,
Pancake Bunny,pancake-bunny,Ideo Colab Ventures,1600000,Seed Round,1618272000000,DeFi,,
Hashflow,hashflow,Ideo Colab Ventures,3200000,Seed Round,1617235200000,DEX,21200000.0,0.27
Anchor Protocol,anchor-protocol,Ideo Colab Ventures,20000000,Private Sale,1615978800000,DeFi,1230000.0,0.02
Gitcoin,gitcoin,Ideo Colab Ventures,11300000,Funding Round,1614556800000,Infrastructure,13350000.0,0.24
Optimism,optimism,Ideo Colab Ventures,25000000,Series A Round,1612137600000,Layer-2,585850000.0,2.21
Goldfinch,goldfinch,Ideo Colab Ventures,1000000,Venture Round,1612137600000,Lending Platform,22360000.0,0.59
Yield Guild Games,yield-guild-games,Ideo Colab Ventures,2000000,Series A-2,1609459200000,Gaming,50020000.0,3.17
Global Coin Research,global-coin-research,Ideo Colab Ventures,1200000,Treasury Diversification,1609459200000,DAO,1080000.0,0.45
Rally,rally-2,Ideo Colab Ventures,34828450,Community Treasury Fundraise,1609372800000,Yield Farming,1030000.0,0.01
Slingshot,slingshot-ico,Ideo Colab Ventures,3100000,Seed Round,1598918400000,,,
Chia,chia,Ideo Colab Ventures,5000000,Series B Round,1593561600000,Blockchain,79700000.0,1.21
River Financial,river-financial,Ideo Colab Ventures,5700000,Seed Round,1592352000000,Finance,,
PoolTogether,pooltogether,Ideo Colab Ventures,1000000,Seed Round,1583020800000,DeFi,,
Futureswap,futureswap,Ideo Colab Ventures,1550000,Seed Round,1572566400000,Perpetual,1670000.0,0.12
Fluid,instadapp,Ideo Colab Ventures,2400000,Seed Round,1569888000000,DeFi,251530000.0,34.93
Near,near,Ideo Colab Ventures,375000,Private Round 2,1561939200000,Blockchain,2150000000.0,14.01
Handshake,handshake,Ideo Colab Ventures,10200000,Private Sale,1530403200000,Infrastructure,2130000.0,0.05
Fin (Prev. TipLink),fin,Pantera Capital,17000000,Series A,1764720000000,Blockchain Service,,
XRP,ripple,Pantera Capital,500000000,Strategic Round,1762300800000,Cryptocurrency,120960000000.0,241.92
Accountable,accountable,Pantera Capital,7500000,Funding Round,1761696000000,Blockchain Service,,
TransCrypts,transcrypts,Pantera Capital,15000000,Seed Round,1759881600000,Blockchain Service,,
Coinflow,coinflow-ico,Pantera Capital,25000000,Series A,1759881600000,,,
Meanwhile,meanwhile,Pantera Capital,82000000,Funding Round,1759795200000,Insurance,,
Bee Maps,bee-maps,Pantera Capital,32000000,Funding Round,1759708800000,Blockchain Service,,
Raiku,raiku,Pantera Capital,11250000,Seed Round,1758585600000,Infrastructure,,
Helius Medical Technologies,helius-medical-technologies,Pantera Capital,500000000,PIPE,1757894400000,Healthcare,,
aPriori,apriori,Pantera Capital,20000000,Strategic Round,1756339200000,DeFi,24270000.0,1.21
M^ZERO,m-zero,Pantera Capital,40000000,Series B,1756339200000,DeFi,,
Satsuma,satsuma,Pantera Capital,217600000,Funding Round,1754438400000,Blockchain Service,,
OpenMind,openmind-2,Pantera Capital,20000000,Funding Round,1754265600000,Infrastructure,,
Rialo (Subzero Labs),rialo,Pantera Capital,20000000,Funding Round,1754006400000,Infrastructure,,
Mill City Ventures III,mill-city-ventures-iii,Pantera Capital,450000000,Post-IPO,1753920000000,Finance,,
StablecoinX,stablecoinx,Pantera Capital,360000000,PIPE,1753056000000,Finance,,
The Open Platform (TOP),the-open-platform-top,Pantera Capital,28500000,Series A,1751500800000,Blockchain Service,,
BitMine,bitmine,Pantera Capital,250000000,Funding Round,1751241600000,Blockchain Service,,
Zama,zama,Pantera Capital,57000000,Series B,1750809600000,Infrastructure,,
Gradient Network,gradient-network,Pantera Capital,10000000,Seed Round,1750118400000,Infrastructure,,
Uptopia,uptopia,Pantera Capital,4000000,Pre-seed,1750118400000,Gaming,,
Defx,defx,Pantera Capital,2500000,Seed Round,1749772800000,DEX,,
Avantis,avantis,Pantera Capital,8000000,Series A,1748908800000,Perpetual,78260000.0,9.78
SharpLink,sharplink,Pantera Capital,425000000,Post-IPO,1748822400000,Sport,,
Revolving Games,revolving-games,Pantera Capital,,Extended Seed Round,1748563200000,Gaming,,
Symbiotic,symbiotic,Pantera Capital,29000000,Series A,1745366400000,Liquid Staking Protocols,,
Arch Network,arch-network,Pantera Capital,13000000,Series A,1745280000000,Infrastructure,,
Ethena,ethena-labs,Pantera Capital,100000000,Private Sale,1740355200000,DeFi,1930000000.0,8.46
Altius,altius,Pantera Capital,11000000,Pre-seed,1739836800000,Infrastructure,,
TaoFi,taofi,Pantera Capital,,Strategic Round,1739232000000,DeFi,,
Radius,radius,Pantera Capital,7000000,Seed Round,1737590400000,DeFi,,
Monkey Tilt,monkey-tilt,Pantera Capital,30000000,Series A,1732060800000,Gaming,,
Azra Games,azra-games,Pantera Capital,42000000,Series A,1728950400000,Gaming,,
GAMEE,gamee,Pantera Capital,,Funding Round,1724198400000,Gaming,3450000.0,2.30
Sahara AI,sahara-ai,Pantera Capital,37000000,Funding Round,1723593600000,Artificial Intelligence (AI),66030000.0,0.59
Morpho,morpho,Pantera Capital,50000000,Funding Round,1722470400000,Lending Platform,644560000.0,6.45
B3 (Base),b3-fun,Pantera Capital,21000000,Seed Round,1721606400000,Gaming,30920000.0,1.47
Sentient (Pre-Market),sentient,Pantera Capital,85000000,Seed Round,1719878400000,Blockchain Service,,
GenomesDAO GENOME,genomesdao-genome,Pantera Capital,,Funding Round,1718150400000,Healthcare,1120000.0,
Nexus Laboratories,nexus-laboratories,Pantera Capital,25000000,Series A,1717977600000,Infrastructure,,
Everclear,connext,Pantera Capital,5000000,OTC,1714694400000,DeFi,2600000.0,0.07
Toncoin,ton,Pantera Capital,,Funding Round,1714608000000,Blockchain,3940000000.0,
Godcoin,godcoin,Pantera Capital,8000000,Series A,1713916800000,Gaming,,
Thruster,thruster,Pantera Capital,7500000,Seed Round,1713398400000,DEX,,
Geodnet,geodnet,Pantera Capital,2000000,Strategic Round,1713225600000,Polygon Ecosystem,64110000.0,6.41
Mezo,mezo,Pantera Capital,21000000,Series A,1712620800000,Blockchain,,
Morph,morph,Pantera Capital,20000000,Seed Round,1710892800000,Blockchain,,
Figure Markets,figure-markets,Pantera Capital,60000000,Series A,1710720000000,Finance,,
Aevo,aevo-dex,Pantera Capital,,Funding Round,1710374400000,DEX,38670000.0,
Karak Network,karak-network,Pantera Capital,48000000,Series A,1709078400000,Layer-2,,
Helika,helika,Pantera Capital,8000000,Series A,1707955200000,Blockchain Service,,
EDX Markets,edx-markets,Pantera Capital,,Series B,1705968000000,CEX,,
Pontem Liquidswap,pontem-liquidswap,Pantera Capital,6000000,Funding Round,1704931200000,Aptos Ecosystem,,
Marginfi,marginfi,Pantera Capital,3000000,Funding Round,1701864060000,Lending Platform,,
SynFutures,synfutures,Pantera Capital,22000000,Series B Round,1697673600000,Perpetual,22220000.0,0.44
Brine Finance,brine-finance,Pantera Capital,16500000,Funding Round,1694044800000,DeFi,,
Gondi,gondi,Pantera Capital,5350000,Seed Round,1689033600000,NFT,,
Maverick Protocol,maverick-protocol,Pantera Capital,9000000,Funding Round,1687305600000,DEX,23750000.0,0.91
Rarify Labs,rarify-labs-ico,Pantera Capital,10000000,Funding Round,1681948800000,,,
Worldwide Webb,worldwide-webb-ico,Pantera Capital,10000000,Funding Round,1675209600000,,,
Obol Labs,obol-labs,Pantera Capital,12500000,Series A Round,1673913600000,DeFi,4360000.0,0.35
Braavos,braavos-ico,Pantera Capital,10000000,Funding Round,1667174400000,,,
Sender AI,sender-ai,Pantera Capital,4500000,Private Round,1661990400000,Artificial Intelligence (AI),,
Pinata,pinata-ico,Pantera Capital,18000000,Series A,1660003200000,,,
Stacked,stacked-ico,Pantera Capital,12900000,Series A Round,1659312000000,,,
Unstoppable Domains,unstoppable-domains-ico,Pantera Capital,65000000,Series A Round,1656633600000,,,
Orderly,orderly-network,Pantera Capital,20000000,Strategic Round,1654041600000,Perpetual,35720000.0,0.89
Ancient8,ancient8,Pantera Capital,6000000,Private Round,1654041600000,Layer-2,24820000.0,4.14
Stride,stride,Pantera Capital,6700000,Seed Round,1654041600000,Liquid Staking Protocols,1850000.0,0.17
Pintu Token,pintu-token,Pantera Capital,113000000,Series B,1654041600000,Cryptocurrency,2730000.0,0.01
Chainflip,chainflip,Pantera Capital,10000000,Equity Round,1651363200000,AMM,26300000.0,1.02
DuskBreakers,duskbreakers-ico,Pantera Capital,24000000,Seed Round,1651363200000,,,
Amberdata,amberdata-ico,Pantera Capital,30000000,Series B,1651363200000,,,
0x Protocol,0x,Pantera Capital,70000000,Series B,1650931200000,DEX,118180000.0,1.26
CoinDCX,coindcx-ico,Pantera Capital,135000000,Series C,1650326400000,,,
Mina Protocol,mina-protocol,Pantera Capital,92000000,Funding Round,1646092800000,Blockchain,116340000.0,0.98
Helium,helium,Pantera Capital,200000000,Series D Round,1645228800000,Social,339110000.0,0.55
Alchemy,alchemy-ico,Pantera Capital,200000000,Series C Extended,1644192000000,,,
Amber Group,amber-group-ico,Pantera Capital,200000000,Private Round,1643673600000,,,
Rift Finance,rift-finance-ico,Pantera Capital,18000000,Seed Round,1643673600000,,,
Moonfrost,moonfrost-ico,Pantera Capital,4500000,Seed Round,1643673600000,,,
Perion,perion,Pantera Capital,8600000,Early Access Round,1640995200000,Gaming,,
Ondo Finance,ondo-finance,Pantera Capital,4000000,Seed Round,1638316800000,RWA (Real World Assets),1490000000.0,372.50
Polynomial Protocol,polynomial-protocol-ico,Pantera Capital,1100000,Pre-seed,1634688000000,DeFi,,
Aurora,aurora-near,Pantera Capital,12000000,Private Round,1634227200000,Blockchain,36330000.0,1.51
Stader,stader,Pantera Capital,4000000,Seed Round,1633564800000,Liquid Staking Protocols,17000000.0,4.25
Decentralized Social,bitclout,Pantera Capital,200000000,Venture Round,1632355200000,Blockchain,52770000.0,0.09
Genopets,genopets,Pantera Capital,8300000,Private Sale,1631923200000,Play to Earn,,
Apollo,apollo-2,Pantera Capital,2250000,Seed Round,1630454400000,Yield Aggregator,,
Arbitrum,arbitrum,Pantera Capital,100000000,Series B,1630368000000,Layer-2,1160000000.0,2.76
Vauld,vauld-ico,Pantera Capital,25000000,Series A,1627516800000,,,
ECOx,ecox,Pantera Capital,60000000,Series B,1625097600000,Ethereum Ecosystem,2710000.0,0.01
ECO,eco,Pantera Capital,60000000,Series B,1625097600000,,1600000.0,0.01
Rangers Protocol,rangers-protocol-gas,Pantera Capital,2500000,Private Equity Round,1623664800000,Protocol,41340000.0,8.27
Bitso,bitso-ico,Pantera Capital,250000000,Series C,1620172800000,,,
Balancer,balancer,Pantera Capital,24250000,Private Sale,1619827200000,DeFi,46900000.0,1.93
BitDAO,bitdao,Pantera Capital,230000000,Private Sale,1619827200000,DAO,,
Unbound Finance,unbound-finance,Pantera Capital,5800000,Seed/Private/Strategy  Round,1619827200000,AMM,,
Notional Finance,notional-finance,Pantera Capital,10000000,Series A,1619654400000,DeFi,,
Injective,injective-protocol,Pantera Capital,10000000,Funding Round,1617235200000,Blockchain,541840000.0,7.74
Lithium Finance,lithium-finance,Pantera Capital,1350000,Seed Round,1617235200000,DeFi,,
Liquity,liquity,Pantera Capital,6000000,Series A,1616976000000,DeFi,40760000.0,3.77
Anchor Protocol,anchor-protocol,Pantera Capital,20000000,Private Sale,1615978800000,DeFi,1230000.0,0.02
Rai Reflex Index,rai,Pantera Capital,4140000,Venture Round,1613001600000,Backed Tokens,2200000.0,0.38
Reflexer Ungovernance Token,reflexer-ungovernance-token,Pantera Capital,4140000,Venture Round,1613001600000,DeFi,,
Bounce,auction,Pantera Capital,,Venture Round,1612137600000,DeFi,35130000.0,
Terra Luna Classic,terra-luna,Pantera Capital,25000000,Venture Round,1611619200000,Blockchain,335830000.0,13.43
Globe Derivative Exchange,globe-derivative-exchange,Pantera Capital,6600000,Seed Round,1609459200000,Ignition IDO,,
Parallel Finance,parallel-finance,Pantera Capital,2000000,Seed Round,1609459200000,Lending Platform,9460000.0,0.21
BitGo,bitgo,Pantera Capital,,Funding Round,1607385600000,Blockchain Service,,
