project_name,project_slug,fund_name,amount_usd,stage,date,category
THORChain,thorchain,Ideo Colab Ventures,3750000,Equity Funding,1633046400000,DeFi
THORSwap,thorswap,Ideo Colab Ventures,3750000,Private Round,1633046400000,DEX
Forta,forta,Ideo Colab Ventures,23000000,Venture Round,1632960000000,Blockchain Service
Gelato,gelato,Ideo Colab Ventures,11000000,Series A,1630454400000,Blockchain Service
Wrapped NCG,wrapped-ncg,Ideo Colab Ventures,2600000,Strategic Round,1629205200000,Wrapped Token
Syndicate,syndicate-3,Ideo Colab Ventures,20000000,Series A Round,1627776000000,Infrastructure
Artificial Liquid Intelligence,alethea-artificial-liquid-intelligence-token,Ideo Colab Ventures,16000000,Private Round,1627776000000,NFT
XMTP,xmtp,Ideo Colab Ventures,20000000,Series A Round,1627776000000,Social
4K,4k-ico,Ideo Colab Ventures,3000000,Seed Round,1625097600000,
UX Chain,umee,Ideo Colab Ventures,6300000,Seed Round,1622505600000,DeFi
Thorstarter,thorstarter,Ideo Colab Ventures,1500000,Private Round,1622505600000,Launchpad
Coinvise,coinvise-ico,Ideo Colab Ventures,2500000,Seed Round,1622505600000,
Commonwealth,commonwealth-ico,Ideo Colab Ventures,3200000,Seed Round,1619827200000,
Pancake Bunny,pancake-bunny,Ideo Colab Ventures,1600000,Seed Round,1618272000000,DeFi
Hashflow,hashflow,Ideo Colab Ventures,3200000,Seed Round,1617235200000,DEX
Anchor Protocol,anchor-protocol,Ideo Colab Ventures,20000000,Private Sale,1615978800000,DeFi
Gitcoin,gitcoin,Ideo Colab Ventures,11300000,Funding Round,1614556800000,Infrastructure
Optimism,optimism,Ideo Colab Ventures,25000000,Series A Round,1612137600000,Layer-2
Goldfinch,goldfinch,Ideo Colab Ventures,1000000,Venture Round,1612137600000,Lending Platform
Yield Guild Games,yield-guild-games,Ideo Colab Ventures,2000000,Series A-2,1609459200000,Gaming
Global Coin Research,global-coin-research,Ideo Colab Ventures,1200000,Treasury Diversification,1609459200000,DAO
Rally,rally-2,Ideo Colab Ventures,34828450,Community Treasury Fundraise,1609372800000,Yield Farming
Slingshot,slingshot-ico,Ideo Colab Ventures,3100000,Seed Round,1598918400000,
Chia,chia,Ideo Colab Ventures,5000000,Series B Round,1593561600000,Blockchain
River Financial,river-financial,Ideo Colab Ventures,5700000,Seed Round,1592352000000,Finance
PoolTogether,pooltogether,Ideo Colab Ventures,1000000,Seed Round,1583020800000,DeFi
Futureswap,futureswap,Ideo Colab Ventures,1550000,Seed Round,1572566400000,Perpetual
Fluid,instadapp,Ideo Colab Ventures,2400000,Seed Round,1569888000000,DeFi
Near,near,Ideo Colab Ventures,375000,Private Round 2,1561939200000,Blockchain
Handshake,handshake,Ideo Colab Ventures,10200000,Private Sale,1530403200000,Infrastructure
Fin (Prev. TipLink),fin,Pantera Capital,17000000,Series A,1764720000000,Blockchain Service
XRP,ripple,Pantera Capital,500000000,Strategic Round,1762300800000,Cryptocurrency
Accountable,accountable,Pantera Capital,7500000,Funding Round,1761696000000,Blockchain Service
TransCrypts,transcrypts,Pantera Capital,15000000,Seed Round,1759881600000,Blockchain Service
Coinflow,coinflow-ico,Pantera Capital,25000000,Series A,1759881600000,
Meanwhile,meanwhile,Pantera Capital,82000000,Funding Round,1759795200000,Insurance
Bee Maps,bee-maps,Pantera Capital,32000000,Funding Round,1759708800000,Blockchain Service
Raiku,raiku,Pantera Capital,11250000,Seed Round,1758585600000,Infrastructure
Helius Medical Technologies,helius-medical-technologies,Pantera Capital,500000000,PIPE,1757894400000,Healthcare
aPriori,apriori,Pantera Capital,20000000,Strategic Round,1756339200000,DeFi
M^ZERO,m-zero,Pantera Capital,40000000,Series B,1756339200000,DeFi
Satsuma,satsuma,Pantera Capital,217600000,Funding Round,1754438400000,Blockchain Service
OpenMind,openmind-2,Pantera Capital,20000000,Funding Round,1754265600000,Infrastructure
Rialo (Subzero Labs),rialo,Pantera Capital,20000000,Funding Round,1754006400000,Infrastructure
Mill City Ventures III,mill-city-ventures-iii,Pantera Capital,450000000,Post-IPO,1753920000000,Finance
StablecoinX,stablecoinx,Pantera Capital,360000000,PIPE,1753056000000,Finance
The Open Platform (TOP),the-open-platform-top,Pantera Capital,28500000,Series A,1751500800000,Blockchain Service
BitMine,bitmine,Pantera Capital,250000000,Funding Round,1751241600000,Blockchain Service
Zama,zama,Pantera Capital,57000000,Series B,1750809600000,Infrastructure
Gradient Network,gradient-network,Pantera Capital,10000000,Seed Round,1750118400000,Infrastructure
Uptopia,uptopia,Pantera Capital,4000000,Pre-seed,1750118400000,Gaming
Defx,defx,Pantera Capital,2500000,Seed Round,1749772800000,DEX
Avantis,avantis,Pantera Capital,8000000,Series A,1748908800000,Perpetual
SharpLink,sharplink,Pantera Capital,425000000,Post-IPO,1748822400000,Sport
Revolving Games,revolving-games,Pantera Capital,,Extended Seed Round,1748563200000,Gaming
Symbiotic,symbiotic,Pantera Capital,29000000,Series A,1745366400000,Liquid Staking Protocols
Arch Network,arch-network,Pantera Capital,13000000,Series A,1745280000000,Infrastructure
Ethena,ethena-labs,Pantera Capital,100000000,Private Sale,1740355200000,DeFi
Altius,altius,Pantera Capital,11000000,Pre-seed,1739836800000,Infrastructure
TaoFi,taofi,Pantera Capital,,Strategic Round,1739232000000,DeFi
Radius,radius,Pantera Capital,7000000,Seed Round,1737590400000,DeFi
Monkey Tilt,monkey-tilt,Pantera Capital,30000000,Series A,1732060800000,Gaming
Azra Games,azra-games,Pantera Capital,42000000,Series A,1728950400000,Gaming
GAMEE,gamee,Pantera Capital,,Funding Round,1724198400000,Gaming
Sahara AI,sahara-ai,Pantera Capital,37000000,Funding Round,1723593600000,Artificial Intelligence (AI)
Morpho,morpho,Pantera Capital,50000000,Funding Round,1722470400000,Lending Platform
B3 (Base),b3-fun,Pantera Capital,21000000,Seed Round,1721606400000,Gaming
Sentient (Pre-Market),sentient,Pantera Capital,85000000,Seed Round,1719878400000,Blockchain Service
GenomesDAO GENOME,genomesdao-genome,Pantera Capital,,Funding Round,1718150400000,Healthcare
Nexus Laboratories,nexus-laboratories,Pantera Capital,25000000,Series A,1717977600000,Infrastructure
Everclear,connext,Pantera Capital,5000000,OTC,1714694400000,DeFi
Toncoin,ton,Pantera Capital,,Funding Round,1714608000000,Blockchain
Godcoin,godcoin,Pantera Capital,8000000,Series A,1713916800000,Gaming
Thruster,thruster,Pantera Capital,7500000,Seed Round,1713398400000,DEX
Geodnet,geodnet,Pantera Capital,2000000,Strategic Round,1713225600000,Polygon Ecosystem
Mezo,mezo,Pantera Capital,21000000,Series A,1712620800000,Blockchain
Morph,morph,Pantera Capital,20000000,Seed Round,1710892800000,Blockchain
Figure Markets,figure-markets,Pantera Capital,60000000,Series A,1710720000000,Finance
Aevo,aevo-dex,Pantera Capital,,Funding Round,1710374400000,DEX
Karak Network,karak-network,Pantera Capital,48000000,Series A,1709078400000,Layer-2
Helika,helika,Pantera Capital,8000000,Series A,1707955200000,Blockchain Service
EDX Markets,edx-markets,Pantera Capital,,Series B,1705968000000,CEX
Pontem Liquidswap,pontem-liquidswap,Pantera Capital,6000000,Funding Round,1704931200000,Aptos Ecosystem
Marginfi,marginfi,Pantera Capital,3000000,Funding Round,1701864060000,Lending Platform
SynFutures,synfutures,Pantera Capital,22000000,Series B Round,1697673600000,Perpetual
Brine Finance,brine-finance,Pantera Capital,16500000,Funding Round,1694044800000,DeFi
Gondi,gondi,Pantera Capital,5350000,Seed Round,1689033600000,NFT
Maverick Protocol,maverick-protocol,Pantera Capital,9000000,Funding Round,1687305600000,DEX
Rarify Labs,rarify-labs-ico,Pantera Capital,10000000,Funding Round,1681948800000,
Worldwide Webb,worldwide-webb-ico,Pantera Capital,10000000,Funding Round,1675209600000,
Obol Labs,obol-labs,Pantera Capital,12500000,Series A Round,1673913600000,DeFi
Braavos,braavos-ico,Pantera Capital,10000000,Funding Round,1667174400000,
Sender AI,sender-ai,Pantera Capital,4500000,Private Round,1661990400000,Artificial Intelligence (AI)
Pinata,pinata-ico,Pantera Capital,18000000,Series A,1660003200000,
Stacked,stacked-ico,Pantera Capital,12900000,Series A Round,1659312000000,
Unstoppable Domains,unstoppable-domains-ico,Pantera Capital,65000000,Series A Round,1656633600000,
Orderly,orderly-network,Pantera Capital,20000000,Strategic Round,1654041600000,Perpetual
Ancient8,ancient8,Pantera Capital,6000000,Private Round,1654041600000,Layer-2
Stride,stride,Pantera Capital,6700000,Seed Round,1654041600000,Liquid Staking Protocols
Pintu Token,pintu-token,Pantera Capital,113000000,Series B,1654041600000,Cryptocurrency
Chainflip,chainflip,Pantera Capital,10000000,Equity Round,1651363200000,AMM
DuskBreakers,duskbreakers-ico,Pantera Capital,24000000,Seed Round,1651363200000,
Amberdata,amberdata-ico,Pantera Capital,30000000,Series B,1651363200000,
0x Protocol,0x,Pantera Capital,70000000,Series B,1650931200000,DEX
CoinDCX,coindcx-ico,Pantera Capital,135000000,Series C,1650326400000,
Mina Protocol,mina-protocol,Pantera Capital,92000000,Funding Round,1646092800000,Blockchain
Helium,helium,Pantera Capital,200000000,Series D Round,1645228800000,Social
Alchemy,alchemy-ico,Pantera Capital,200000000,Series C Extended,1644192000000,
Amber Group,amber-group-ico,Pantera Capital,200000000,Private Round,1643673600000,
Rift Finance,rift-finance-ico,Pantera Capital,18000000,Seed Round,1643673600000,
Moonfrost,moonfrost-ico,Pantera Capital,4500000,Seed Round,1643673600000,
Perion,perion,Pantera Capital,8600000,Early Access Round,1640995200000,Gaming
Ondo Finance,ondo-finance,Pantera Capital,4000000,Seed Round,1638316800000,RWA (Real World Assets)
Polynomial Protocol,polynomial-protocol-ico,Pantera Capital,1100000,Pre-seed,1634688000000,DeFi
Aurora,aurora-near,Pantera Capital,12000000,Private Round,1634227200000,Blockchain
Stader,stader,Pantera Capital,4000000,Seed Round,1633564800000,Liquid Staking Protocols
Decentralized Social,bitclout,Pantera Capital,200000000,Venture Round,1632355200000,Blockchain
Genopets,genopets,Pantera Capital,8300000,Private Sale,1631923200000,Play to Earn
Apollo,apollo-2,Pantera Capital,2250000,Seed Round,1630454400000,Yield Aggregator
Arbitrum,arbitrum,Pantera Capital,100000000,Series B,1630368000000,Layer-2
Vauld,vauld-ico,Pantera Capital,25000000,Series A,1627516800000,
ECOx,ecox,Pantera Capital,60000000,Series B,1625097600000,Ethereum Ecosystem
ECO,eco,Pantera Capital,60000000,Series B,1625097600000,
Rangers Protocol,rangers-protocol-gas,Pantera Capital,2500000,Private Equity Round,1623664800000,Protocol
Bitso,bitso-ico,Pantera Capital,250000000,Series C,1620172800000,
Balancer,balancer,Pantera Capital,24250000,Private Sale,1619827200000,DeFi
BitDAO,bitdao,Pantera Capital,230000000,Private Sale,1619827200000,DAO
Unbound Finance,unbound-finance,Pantera Capital,5800000,Seed/Private/Strategy  Round,1619827200000,AMM
Notional Finance,notional-finance,Pantera Capital,10000000,Series A,1619654400000,DeFi
Injective,injective-protocol,Pantera Capital,10000000,Funding Round,1617235200000,Blockchain
Lithium Finance,lithium-finance,Pantera Capital,1350000,Seed Round,1617235200000,DeFi
Liquity,liquity,Pantera Capital,6000000,Series A,1616976000000,DeFi
Anchor Protocol,anchor-protocol,Pantera Capital,20000000,Private Sale,1615978800000,DeFi
Rai Reflex Index,rai,Pantera Capital,4140000,Venture Round,1613001600000,Backed Tokens
Reflexer Ungovernance Token,reflexer-ungovernance-token,Pantera Capital,4140000,Venture Round,1613001600000,DeFi
Bounce,auction,Pantera Capital,,Venture Round,1612137600000,DeFi
Terra Luna Classic,terra-luna,Pantera Capital,25000000,Venture Round,1611619200000,Blockchain
Globe Derivative Exchange,globe-derivative-exchange,Pantera Capital,6600000,Seed Round,1609459200000,Ignition IDO
Parallel Finance,parallel-finance,Pantera Capital,2000000,Seed Round,1609459200000,Lending Platform
BitGo,bitgo,Pantera Capital,,Funding Round,1607385600000,Blockchain Service
1INCH,1inch,Pantera Capital,12000000,Series A,1606867200000,DEX
Api3,api3,Pantera Capital,3000000,Seed Round,1601510400000,Oracle
DODO,dodo,Pantera Capital,5000000,Private Sale,1598918400000,DeFi
Acala,acala,Pantera Capital,7300000,Series A,1596240000000,DeFi
Karura,karura,Pantera Capital,7300000,Series A,1596240000000,Kusama Ecosystem
Audius,audius,Pantera Capital,3100000,Strategic Round,1593561600000,NFT
PowerTrade Fuel,powertrade-fuel,Pantera Capital,,Seed Sale,1590969600000,Derivatives
Near,near,Pantera Capital,2003155,Venture Round 3,1577836800000,Blockchain
Fluid,instadapp,Pantera Capital,2400000,Seed Round,1569888000000,DeFi
Vega Protocol,vega-protocol,Pantera Capital,5500000,Seed,1569888000000,Derivatives
Ampleforth,ampleforth,Pantera Capital,1750000,Private Sale,1543622400000,Algorithmic Stablecoins
Ankr,ankr,Pantera Capital,8250000,Private Sale 3,1530403200000,DePIN
Handshake,handshake,Pantera Capital,10200000,Private Sale,1530403200000,Infrastructure
Tari,tari,Pantera Capital,,Seed Round,1528588800000,Protocol
Amp,amp-token,Pantera Capital,14100000,Private Sale 1,1527811200000,Blockchain Service
Oasis,oasis-network,Pantera Capital,45000000,Backers,1526688000000,Blockchain
StarkNet,starknet,Pantera Capital,6000000,Seed Round,1525132800000,Blockchain
Codex Protocol,codex-protocol-ico,Pantera Capital,10000000,Private Sale,1517443200000,
Origin Protocol,origin-protocol,Pantera Capital,3000300,Seed Round,1509494400000,NFT
Gifto,gifto,Pantera Capital,20000000,Private Round,1504224000000,Media
FUNToken,funfair,Pantera Capital,26000000,Pre-Sale,1499299200000,Gaming
OMG Network,omisego,Pantera Capital,25000000,Initial Coin Offering,1498186800000,Blockchain
ShapeShift FOX,shapeshift-fox-token,Pantera Capital,10400000,Series A,1490745600000,DeFi
Zcash,zcash,Pantera Capital,1000000,Seed Round,1456790400000,Privacy Coin
Civic,civic,Pantera Capital,2750000,Venture Round,1451606400000,Software
Bitstamp,bitstamp,Pantera Capital,10000000,Funding Round,1395100800000,CEX
Etherealize,etherealize,Vitalik Buterin,,Funding Round,1737590400000,Social
Rarimo,rarimo,Vitalik Buterin,2500000,Funding Round,1732665600000,Layer-2
RISE Chain,rise-chain,Vitalik Buterin,3200000,Seed Round,1726444800000,Blockchain
MegaETH (Pre-Market),megaeth,Vitalik Buterin,20000000,Seed Round,1719446400000,Layer-2
Polymarket,polymarket,Vitalik Buterin,45000000,Series B,1715644800000,DeFi
Nocturne,nocturne,Vitalik Buterin,6000000,Seed Round,1698192000000,Blockchain Service
Kakarot zkEVM ,kakarot-zkevm,Vitalik Buterin,,Pre-seed,1685664000000,Layer-2
Aztec,aztec,Vitalik Buterin,17000000,Series A,1638316800000,Blockchain
StarkNet,starknet,Vitalik Buterin,6000000,Seed Round,1525132800000,Blockchain
TenX,tenx,Vitalik Buterin,1000000,Seed Round,1488326400000,Finance
